"","state_fips","county_fips","county.name","Dollars","Rank.in.State","Percent.Change","Rank.in.State.1"
"1559",29,127,"Marion","37,221","40",2.4,"88"
"1560",29,129,"Mercer","37,949","33",19.8,"3"
"1561",29,131,"Miller","29,925","97",5.8,"25"
"1562",29,133,"Mississippi","30,952","87",-5.8,"115"
"1563",29,135,"Moniteau","32,705","77",3.9,"48"
"1564",29,137,"Monroe","42,530","14",4.6,"37"
"1565",29,139,"Montgomery","34,188","70",3.5,"60"
"1566",29,141,"Morgan","37,733","36",3.9,"49"
"1567",29,143,"New Madrid","32,364","80",-1,"110"
"1568",29,145,"Newton","34,589","63",4.3,"42"
"1569",29,147,"Nodaway","30,468","93",2.4,"90"
"1570",29,149,"Oregon","26,367","108",4.9,"33"
"1571",29,151,"Osage","38,468","27",6,"21"
"1572",29,153,"Ozark","25,864","111",0.7,"103"
"1573",29,155,"Pemiscot","33,177","74",-1.9,"111"
"1574",29,157,"Perry","35,183","56",2.6,"85"
"1575",29,159,"Pettis","34,870","59",5.1,"31"
"1576",29,161,"Phelps","32,258","81",3.1,"69"
"1577",29,163,"Pike","31,883","83",1.7,"97"
"1578",29,165,"Platte","49,232","4",3.1,"71"
"1579",29,167,"Polk","29,800","99",6.2,"19"
"1580",29,169,"Pulaski","38,794","25",-3.4,"113"
"1581",29,171,"Putnam","38,158","30",21.7,"2"
"1582",29,173,"Ralls","37,967","32",-0.5,"108"
"1583",29,175,"Randolph","36,447","48",1.6,"98"
"1584",29,177,"Ray","38,538","26",4.6,"36"
"1585",29,179,"Reynolds","27,068","105",2.5,"87"
"1586",29,181,"Ripley","29,102","100",2.4,"89"
"1587",29,183,"St. Charles","45,662","8",3.2,"66"
"1588",29,185,"St. Clair","32,495","79",7.7,"13"
"1589",29,186,"Ste. Genevieve","36,148","50",5.2,"30"
"1590",29,187,"St. Francois","29,814","98",3.7,"55"
"1591",29,189,"St. Louis","60,540","1",3.7,"56"
"1592",29,195,"Saline","40,813","19",1.9,"94"
"1593",29,197,"Schuyler","27,535","103",0.1,"105"
"1594",29,199,"Scotland","40,494","20",7.5,"14"
"1595",29,201,"Scott","38,446","28",2.7,"81"
"1596",29,203,"Shannon","23,890","115",1.3,"100"
"1597",29,205,"Shelby","44,852","10",16.3,"6"
"1598",29,207,"Stoddard","34,427","66",-2.9,"112"
"1599",29,209,"Stone","36,651","43",6,"20"
"1600",29,211,"Sullivan","44,977","9",22.2,"1"
"1601",29,213,"Taney","30,475","92",5.6,"27"
"1602",29,215,"Texas","26,230","110",5,"32"
"1603",29,217,"Vernon","35,037","58",7.1,"15"
"1604",29,219,"Warren","34,725","62",3.2,"65"
"1605",29,221,"Washington","26,315","109",2,"93"
"1606",29,223,"Wayne","26,737","106",0.5,"104"
"1607",29,225,"Webster","28,993","101",3,"75"
"1608",29,227,"Worth","44,171","11",17.2,"5"
"1609",29,229,"Wright","25,729","112",6.9,"17"
"1610",29,510,"St. Louis City","39,333","23",3.2,"67"
"1613",30,1,"Beaverhead","38,297","33",4.7,"15"
"1614",30,3,"Big Horn","27,586","56",2.2,"37"
"1615",30,5,"Blaine","27,934","55",-9.4,"51"
"1616",30,7,"Broadwater","36,056","43",3.9,"21"
"1617",30,9,"Carbon","40,661","25",4.6,"16"
"1618",30,11,"Carter","54,760","4",24.4,"1"
"1619",30,13,"Cascade","41,163","23",4.2,"19"
"1620",30,15,"Chouteau","31,079","52",-11.7,"53"
"1621",30,17,"Custer","40,126","27",3.6,"25"
"1622",30,19,"Daniels","31,356","51",-24.7,"56"
"1623",30,21,"Dawson","41,207","22",6.1,"9"
"1624",30,23,"Deer Lodge","34,257","46",2.8,"32"
"1625",30,25,"Fallon","48,636","7",-1.7,"46"
"1626",30,27,"Fergus","38,108","34",-0.1,"43"
"1627",30,29,"Flathead","38,982","28",1.9,"40"
"1628",30,31,"Gallatin","42,350","17",2.9,"30"
"1629",30,33,"Garfield","38,826","29",-10.3,"52"
"1630",30,35,"Glacier","31,818","49",0,"42"
"1631",30,37,"Golden Valley","42,772","15",4.2,"18"
"1632",30,39,"Granite","38,624","30",3.7,"24"
"1633",30,41,"Hill","38,348","32",-4.4,"47"
"1634",30,43,"Jefferson","44,950","10",3.3,"27"
"1635",30,45,"Judith Basin","50,518","6",10.3,"5"
"1636",30,47,"Lake","31,460","50",5.6,"12"
"1637",30,49,"Lewis and Clark","41,665","19",2.8,"31"
"1638",30,51,"Liberty","36,686","41",-14.2,"54"
"1639",30,53,"Lincoln","30,996","53",4.8,"14"
"1640",30,55,"McCone","45,210","8",-7.8,"50"
"1641",30,57,"Madison","44,357","12",3.9,"22"
"1642",30,59,"Meagher","41,809","18",11.2,"3"
"1643",30,61,"Mineral","33,213","47",4.2,"17"
"1644",30,63,"Missoula","38,422","31",3.3,"26"
"1645",30,65,"Musselshell","37,459","35",7.3,"8"
"1646",30,67,"Park","40,614","26",3.1,"29"
"1647",30,69,"Petroleum","55,984","3",9.3,"6"
"1648",30,71,"Phillips","36,040","44",-5.1,"48"
"1649",30,73,"Pondera","41,110","24",0.3,"41"
"1650",30,75,"Powder River","37,166","37",2,"39"
"1651",30,77,"Powell","33,075","48",5,"13"
"1652",30,79,"Prairie","36,835","39",11.7,"2"
"1653",30,81,"Ravalli","36,256","42",4,"20"
"1654",30,83,"Richland","62,001","1",2.7,"34"
"1655",30,85,"Roosevelt","36,891","38",-1,"44"
"1656",30,87,"Rosebud","35,776","45",2.8,"33"
"1657",30,89,"Sanders","29,094","54",2.1,"38"
"1658",30,91,"Sheridan","51,020","5",-18,"55"
"1659",30,93,"Silver Bow","44,883","11",2.4,"36"
"1660",30,95,"Stillwater","43,033","14",5.7,"11"
"1661",30,97,"Sweet Grass","41,608","21",3.7,"23"
"1662",30,99,"Teton","45,046","9",5.7,"10"
"1663",30,101,"Toole","43,781","13",-6,"49"
"1664",30,103,"Treasure","59,499","2",8,"7"
"1665",30,105,"Valley","41,614","20",-1.3,"45"
"1666",30,107,"Wheatland","36,805","40",10.7,"4"
"1667",30,109,"Wibaux","37,401","36",2.7,"35"
"1668",30,111,"Yellowstone","42,735","16",3.2,"28"
"1671",31,1,"Adams","42,130","84",2,"52"
"1672",31,3,"Antelope","66,330","13",2.1,"51"
"1673",31,5,"Arthur","61,653","16",71.9,"2"
"1674",31,7,"Banner","70,297","9",42,"6"
"1675",31,9,"Blaine","69,036","10",41.6,"8"
"1676",31,11,"Boone","64,836","14",-1.2,"65"
"1677",31,13,"Box Butte","45,255","68",6.8,"33"
"1678",31,15,"Boyd","50,072","38",15.6,"20"
"1679",31,17,"Brown","60,491","18",18.8,"15"
"1680",31,19,"Buffalo","46,657","55",3.7,"44"
"1681",31,21,"Burt","48,088","47",-13.7,"93"
"1682",31,23,"Butler","45,707","64",-3.4,"75"
"1683",31,25,"Cass","45,950","62",-0.6,"63"
"1684",31,27,"Cedar","52,988","32",-8.8,"87"
"1685",31,29,"Chase","59,787","21",5,"41"
"1686",31,31,"Cherry","60,729","17",29.3,"13"
"1687",31,33,"Cheyenne","58,358","22",6.3,"35"
"1688",31,35,"Clay","49,580","42",13.5,"22"
"1689",31,37,"Colfax","44,341","70",-1,"64"
"1690",31,39,"Cuming","86,661","2",8.1,"30"
"1691",31,41,"Custer","53,952","29",8.3,"28"
"1692",31,43,"Dakota","35,071","93",-1.8,"68"
"1693",31,45,"Dawes","36,858","92",16.1,"18"
"1694",31,47,"Dawson","39,255","89",5.3,"39"
"1695",31,49,"Deuel","43,665","77",6,"38"
"1696",31,51,"Dixon","46,609","56",-7.4,"85"
"1697",31,53,"Dodge","40,537","86",-0.4,"61"
"1698",31,55,"Douglas","52,772","33",3.5,"45"
"1699",31,57,"Dundy","72,014","7",16.4,"17"
"1700",31,59,"Fillmore","56,868","25",-9.1,"90"
"1701",31,61,"Franklin","46,378","58",3.1,"47"
"1702",31,63,"Frontier","54,039","28",-0.3,"60"
"1703",31,65,"Furnas","51,951","34",12.8,"23"
"1704",31,67,"Gage","47,942","49",-2.5,"71"
"1705",31,69,"Garden","56,994","24",26.7,"14"
"1706",31,71,"Garfield","50,518","37",11.4,"25"
"1707",31,73,"Gosper","53,506","30",5.1,"40"
"1708",31,75,"Grant","55,924","27",41.7,"7"
"1709",31,77,"Greeley","46,706","54",-1.4,"66"
"1710",31,79,"Hall","38,538","91",2.2,"50"
"1711",31,81,"Hamilton","49,210","43",-4.8,"83"
"1712",31,83,"Harlan","46,753","53",9.2,"26"
"1713",31,85,"Hayes","78,580","5",44.8,"4"
"1714",31,87,"Hitchcock","43,435","78",4,"43"
"1715",31,89,"Holt","49,971","39",0.3,"58"
"1716",31,91,"Hooker","50,581","36",35.8,"11"
"1717",31,93,"Howard","44,769","69",1.1,"56"
"1718",31,95,"Jefferson","48,262","46",1.3,"55"
"1719",31,97,"Johnson","40,070","87",-3.9,"79"
"1720",31,99,"Kearney","60,273","20",-1.7,"67"
"1721",31,101,"Keith","45,866","63",4.2,"42"
"1722",31,103,"Keya Paha","71,933","8",13.9,"21"
"1723",31,105,"Kimball","49,633","40",8.1,"29"
"1724",31,107,"Knox","46,236","59",2.7,"48"
"1725",31,109,"Lancaster","43,287","79",2.5,"49"
"1726",31,111,"Lincoln","46,195","60",8.8,"27"
"1727",31,113,"Logan","41,076","85",-9,"89"
"1728",31,115,"Loup","75,240","6",42.4,"5"
"1729",31,117,"McPherson","79,900","3",92.9,"1"
"1730",31,119,"Madison","44,089","75",1.8,"53"
"1731",31,121,"Merrick","44,181","72",-3.6,"77"
"1732",31,123,"Morrill","60,468","19",15.8,"19"
"1733",31,125,"Nance","48,799","44",-3.5,"76"
"1734",31,127,"Nemaha","44,172","73",-9.1,"91"
"1735",31,129,"Nuckolls","46,169","61",-2.8,"73"
"1736",31,131,"Otoe","43,138","81",-2.8,"72"
"1737",31,133,"Pawnee","49,630","41",-2.4,"70"
"1738",31,135,"Perkins","66,586","12",6.2,"37"
"1739",31,137,"Phelps","57,873","23",6.9,"32"
"1740",31,139,"Pierce","46,891","52",-6.2,"84"
"1741",31,141,"Platte","45,651","65",1,"57"
"1742",31,143,"Polk","51,010","35",-4.2,"81"
"1743",31,145,"Red Willow","48,069","48",12.1,"24"
"1744",31,147,"Richardson","44,109","74",-3,"74"
"1745",31,149,"Rock","79,579","4",40,"10"
"1746",31,151,"Saline","39,332","88",-4.5,"82"
"1747",31,153,"Sarpy","43,170","80",3.3,"46"
"1748",31,155,"Saunders","44,188","71",0.2,"59"
"1749",31,157,"Scotts Bluff","43,777","76",6.5,"34"
"1750",31,159,"Seward","45,377","66",1.6,"54"
"1751",31,161,"Sheridan","53,172","31",18.6,"16"
"1752",31,163,"Sherman","39,172","90",-3.7,"78"
"1753",31,165,"Sioux","68,725","11",30.2,"12"
"1754",31,167,"Stanton","42,692","82",-8.9,"88"
"1755",31,169,"Thayer","56,225","26",-2.4,"69"
"1756",31,171,"Thomas","63,815","15",40.8,"9"
"1757",31,173,"Thurston","47,409","51",-10.7,"92"
"1758",31,175,"Valley","45,317","67",7.8,"31"
"1759",31,177,"Washington","47,783","50",-0.5,"62"
"1760",31,179,"Wayne","42,142","83",-7.5,"86"
"1761",31,181,"Webster","46,530","57",6.2,"36"
"1762",31,183,"Wheeler","135,907","1",45.4,"3"
"1763",31,185,"York","48,343","45",-3.9,"80"
"1766",32,1,"Churchill","44,440","5",5.2,"5"
"1767",32,3,"Clark","39,533","10",3.8,"13"
"1768",32,5,"Douglas","57,113","1",3.9,"12"
"1769",32,7,"Elko","41,702","7",0.4,"17"
"1770",32,9,"Esmeralda","49,841","3",15.2,"1"
"1771",32,11,"Eureka","34,531","13",4.1,"11"
"1772",32,13,"Humboldt","43,025","6",1.9,"16"
"1773",32,15,"Lander","51,055","2",3.7,"14"
"1774",32,17,"Lincoln","26,440","17",8.9,"3"
"1775",32,19,"Lyon","31,720","15",5,"7"
"1776",32,21,"Mineral","34,822","12",4.7,"9"
"1777",32,23,"Nye","34,332","14",5.7,"4"
"1778",32,27,"Pershing","30,655","16",12.7,"2"
"1779",32,29,"Storey","35,867","11",2.4,"15"
"1780",32,31,"Washoe","46,211","4",4.2,"10"
"1781",32,33,"White Pine","39,908","9",5.2,"6"
"1782",32,510,"Carson City","41,046","8",4.9,"8"
"1785",33,1,"Belknap","50,929","3",4.4,"6"
"1786",33,3,"Carroll","48,861","6",3.3,"10"
"1787",33,5,"Cheshire","46,861","7",3.8,"9"
"1788",33,7,"Coos","39,651","10",3.9,"8"
"1789",33,9,"Grafton","50,895","4",4.5,"3"
"1790",33,11,"Hillsborough","55,378","2",4.5,"2"
"1791",33,13,"Merrimack","49,061","5",4.7,"1"
"1792",33,15,"Rockingham","60,844","1",4.4,"4"
"1793",33,17,"Strafford","42,592","9",4.4,"5"
"1794",33,19,"Sullivan","45,214","8",4.3,"7"
"1797",34,1,"Atlantic","43,336","19",4,"16"
"1798",34,3,"Bergen","73,536","4",4.3,"13"
"1799",34,5,"Burlington","53,747","9",3.8,"19"
"1800",34,7,"Camden","46,886","15",4,"17"
"1801",34,9,"Cape May","51,812","12",4.2,"15"
"1802",34,11,"Cumberland","35,468","21",3.4,"21"
"1803",34,13,"Essex","58,319","7",4.7,"2"
"1804",34,15,"Gloucester","46,603","16",3.5,"20"
"1805",34,17,"Hudson","50,088","13",4.6,"6"
"1806",34,19,"Hunterdon","77,944","3",4.8,"1"
"1807",34,21,"Mercer","59,875","6",4.5,"8"
"1808",34,23,"Middlesex","52,486","11",4.4,"10"
"1809",34,25,"Monmouth","66,019","5",4.7,"4"
"1810",34,27,"Morris","82,810","2",4.7,"3"
"1811",34,29,"Ocean","44,381","17",4.2,"14"
"1812",34,31,"Passaic","43,687","18",4.4,"12"
"1813",34,33,"Salem","42,850","20",3.8,"18"
"1814",34,35,"Somerset","83,731","1",4.4,"9"
"1815",34,37,"Sussex","52,851","10",4.6,"7"
"1816",34,39,"Union","57,306","8",4.4,"11"
"1817",34,41,"Warren","48,645","14",4.6,"5"
"1820",35,1,"Bernalillo","38,690","8",3.9,"28"
"1821",35,3,"Catron","32,092","24",8.6,"11"
"1822",35,5,"Chaves","35,377","16",9.6,"5"
"1823",35,6,"Cibola","25,302","32",4.9,"26"
"1824",35,7,"Colfax","37,205","12",9.5,"6"
"1825",35,9,"Curry","43,006","6",6.8,"20"
"1826",35,11,"De Baca","40,160","7",22.3,"2"
"1827",35,13,"Do¤a Ana","30,593","27",5,"25"
"1828",35,15,"Eddy","52,323","3",7.5,"15"
"1829",35,17,"Grant","35,908","15",5.8,"21"
"1830",35,19,"Guadalupe","28,730","30",12.6,"3"
"1831",35,21,"Harding","53,296","2",29.5,"1"
"1832",35,23,"Hidalgo","37,642","11",7.4,"17"
"1833",35,25,"Lea","45,185","5",7.9,"14"
"1834",35,27,"Lincoln","38,115","9",7.5,"16"
"1835",35,28,"Los Alamos","62,619","1",3.2,"33"
"1836",35,29,"Luna","29,055","29",4.4,"27"
"1837",35,31,"McKinley","23,789","33",3.9,"29"
"1838",35,33,"Mora","32,262","23",8.5,"12"
"1839",35,35,"Otero","33,653","19",3.7,"31"
"1840",35,37,"Quay","35,176","17",8.6,"9"
"1841",35,39,"Rio Arriba","30,976","26",5.1,"24"
"1842",35,41,"Roosevelt","37,852","10",9.4,"7"
"1843",35,43,"Sandoval","36,088","14",3.7,"32"
"1844",35,45,"San Juan","36,197","13",7.3,"18"
"1845",35,47,"San Miguel","31,760","25",8,"13"
"1846",35,49,"Santa Fe","48,291","4",3.8,"30"
"1847",35,51,"Sierra","34,621","18",8.6,"10"
"1848",35,53,"Socorro","32,712","21",7.1,"19"
"1849",35,55,"Taos","32,998","20",5.2,"23"
"1850",35,57,"Torrance","28,714","31",8.7,"8"
"1851",35,59,"Union","32,393","22",10.4,"4"
"1852",35,61,"Valencia","29,422","28",5.5,"22"
"1855",36,1,"Albany","52,921","8",3.1,"37"
"1856",36,3,"Allegany","33,128","59",5.4,"2"
"1857",36,5,"Bronx","32,238","61",3.2,"33"
"1858",36,7,"Broome","37,958","35",1.9,"58"
"1859",36,9,"Cattaraugus","35,395","52",2.9,"44"
"1860",36,11,"Cayuga","37,774","38",3.6,"20"
"1861",36,13,"Chautauqua","34,296","57",3.6,"22"
"1862",36,15,"Chemung","38,820","31",3.4,"28"
"1863",36,17,"Chenango","36,684","44",3.5,"25"
"1864",36,19,"Clinton","37,709","39",3,"41"
"1865",36,21,"Columbia","45,889","14",3.2,"32"
"1866",36,23,"Cortland","35,950","49",2.8,"49"
"1867",36,25,"Delaware","36,332","46",4.7,"4"
"1868",36,27,"Dutchess","47,151","11",4.3,"10"
"1869",36,29,"Erie","44,740","17",3,"39"
"1870",36,31,"Essex","39,963","24",4,"18"
"1871",36,33,"Franklin","34,754","55",1,"61"
"1872",36,35,"Fulton","37,879","37",3.5,"27"
"1873",36,37,"Genesee","39,064","30",3.2,"34"
"1874",36,39,"Greene","38,812","32",4.2,"15"
"1875",36,41,"Hamilton","50,157","9",11,"1"
"1876",36,43,"Herkimer","36,283","47",2.2,"55"
"1877",36,45,"Jefferson","43,384","20",1.8,"59"
"1878",36,47,"Kings","39,898","25",3.6,"23"
"1879",36,49,"Lewis","41,579","23",3.1,"35"
"1880",36,51,"Livingston","36,579","45",2.3,"53"
"1881",36,53,"Madison","37,663","41",3.5,"26"
"1882",36,55,"Monroe","45,927","12",2.8,"46"
"1883",36,57,"Montgomery","36,252","48",1.9,"57"
"1884",36,59,"Nassau","73,618","3",4.2,"12"
"1885",36,61,"New York","148,002","1",4.1,"16"
"1886",36,63,"Niagara","39,077","29",2.9,"45"
"1887",36,65,"Oneida","38,383","34",1.6,"60"
"1888",36,67,"Onondaga","44,237","19",3,"38"
"1889",36,69,"Ontario","45,915","13",2.5,"52"
"1890",36,71,"Orange","44,870","16",4.4,"8"
"1891",36,73,"Orleans","31,720","62",0.8,"62"
"1892",36,75,"Oswego","34,570","56",2.8,"48"
"1893",36,77,"Otsego","35,448","51",3.4,"29"
"1894",36,79,"Putnam","56,458","6",4.6,"6"
"1895",36,81,"Queens","39,507","26",3.6,"21"
"1896",36,83,"Rensselaer","42,926","21",2.7,"51"
"1897",36,85,"Richmond","47,360","10",4,"17"
"1898",36,87,"Rockland","53,270","7",3.9,"19"
"1899",36,89,"St. Lawrence","33,179","58",3.6,"24"
"1900",36,91,"Saratoga","56,662","5",3.1,"36"
"1901",36,93,"Schenectady","44,238","18",2.8,"50"
"1902",36,95,"Schoharie","34,877","54",4.2,"13"
"1903",36,97,"Schuyler","37,253","42",3,"42"
"1904",36,99,"Seneca","35,082","53",2.3,"54"
"1905",36,101,"Steuben","39,167","28",3.4,"30"
"1906",36,103,"Suffolk","56,725","4",4.3,"9"
"1907",36,105,"Sullivan","39,368","27",4.7,"5"
"1908",36,107,"Tioga","38,416","33",2.1,"56"
"1909",36,109,"Tompkins","37,686","40",2.8,"47"
"1910",36,111,"Ulster","41,648","22",4.5,"7"
"1911",36,113,"Warren","45,509","15",3.3,"31"
"1912",36,115,"Washington","35,657","50",4.2,"14"
"1913",36,117,"Wayne","37,944","36",2.9,"43"
"1914",36,119,"Westchester","87,777","2",4.3,"11"
"1915",36,121,"Wyoming","37,091","43",4.7,"3"
"1916",36,123,"Yates","32,970","60",3,"40"
"1919",37,1,"Alamance","34,801","41",3.5,"59"
"1920",37,3,"Alexander","32,956","53",6.1,"6"
"1921",37,5,"Alleghany","32,540","57",5.2,"11"
"1922",37,7,"Anson","31,230","73",6.9,"3"
"1923",37,9,"Ashe","31,215","74",3.8,"54"
"1924",37,11,"Avery","30,715","81",5.7,"8"
"1925",37,13,"Beaufort","36,372","29",2,"94"
"1926",37,15,"Bertie","32,312","61",5.5,"10"
"1927",37,17,"Bladen","32,743","54",3.9,"49"
"1928",37,19,"Brunswick","35,279","37",2.8,"82"
"1929",37,21,"Buncombe","38,128","21",3.5,"60"
"1930",37,23,"Burke","31,827","66",4.8,"18"
"1931",37,25,"Cabarrus","38,521","20",4,"42"
"1932",37,27,"Caldwell","30,091","83",5,"14"
"1933",37,29,"Camden","39,320","17",0.5,"100"
"1934",37,31,"Carteret","43,903","7",3.3,"71"
"1935",37,33,"Caswell","29,443","89",4.2,"36"
"1936",37,35,"Catawba","36,742","27",4.1,"38"
"1937",37,37,"Chatham","51,593","2",3.1,"75"
"1938",37,39,"Cherokee","28,064","99",3.4,"64"
"1939",37,41,"Chowan","35,054","39",3.9,"48"
"1940",37,43,"Clay","28,176","98",3.8,"53"
"1941",37,45,"Cleveland","31,699","69",4,"45"
"1942",37,47,"Columbus","30,852","80",1.5,"97"
"1943",37,49,"Craven","39,436","16",3.3,"68"
"1944",37,51,"Cumberland","37,592","24",3.2,"73"
"1945",37,53,"Currituck","38,760","19",1.7,"96"
"1946",37,55,"Dare","44,328","6",2.9,"79"
"1947",37,57,"Davidson","34,650","42",4.1,"37"
"1948",37,59,"Davie","40,542","13",4.4,"27"
"1949",37,61,"Duplin","35,546","34",6.1,"5"
"1950",37,63,"Durham","42,830","8",2.7,"84"
"1951",37,65,"Edgecombe","32,176","63",4.2,"35"
"1952",37,67,"Forsyth","41,437","10",3.8,"55"
"1953",37,69,"Franklin","31,826","67",4,"46"
"1954",37,71,"Gaston","36,404","28",4.1,"41"
"1955",37,73,"Gates","32,368","59",2.5,"90"
"1956",37,75,"Graham","28,264","97",5.2,"12"
"1957",37,77,"Granville","33,123","49",2.8,"81"
"1958",37,79,"Greene","31,087","75",7.3,"2"
"1959",37,81,"Guilford","40,344","14",3.7,"57"
"1960",37,83,"Halifax","32,376","58",2.5,"91"
"1961",37,85,"Harnett","31,324","72",3.4,"66"
"1962",37,87,"Haywood","33,930","47",3.5,"63"
"1963",37,89,"Henderson","35,518","35",3.5,"61"
"1964",37,91,"Hertford","28,752","94",4.3,"30"
"1965",37,93,"Hoke","28,790","93",3.4,"65"
"1966",37,95,"Hyde","32,987","52",3.9,"52"
"1967",37,97,"Iredell","40,747","12",4.7,"20"
"1968",37,99,"Jackson","30,935","79",4.6,"24"
"1969",37,101,"Johnston","34,930","40",3.2,"74"
"1970",37,103,"Jones","38,925","18",5.1,"13"
"1971",37,105,"Lee","34,648","43",3.4,"67"
"1972",37,107,"Lenoir","37,297","26",4.2,"34"
"1973",37,109,"Lincoln","35,879","31",5.6,"9"
"1974",37,111,"McDowell","28,985","91",4.7,"21"
"1975",37,113,"Macon","33,937","46",4.2,"33"
"1976",37,115,"Madison","28,964","92",3.9,"50"
"1977",37,117,"Martin","34,567","44",4.3,"31"
"1978",37,119,"Mecklenburg","49,099","4",4,"44"
"1979",37,121,"Mitchell","29,501","88",4,"43"
"1980",37,123,"Montgomery","32,334","60",5.8,"7"
"1981",37,125,"Moore","41,613","9",2.6,"87"
"1982",37,127,"Nash","37,505","25",4.3,"28"
"1983",37,129,"New Hanover","40,076","15",2.9,"80"
"1984",37,131,"Northampton","31,042","76",2,"93"
"1985",37,133,"Onslow","44,538","5",0.9,"99"
"1986",37,135,"Orange","52,989","1",2.5,"88"
"1987",37,137,"Pamlico","37,926","22",1.9,"95"
"1988",37,139,"Pasquotank","34,331","45",2,"92"
"1989",37,141,"Pender","31,366","71",2.7,"85"
"1990",37,143,"Perquimans","35,742","33",2.5,"89"
"1991",37,145,"Person","33,113","50",3.7,"56"
"1992",37,147,"Pitt","35,410","36",3.5,"62"
"1993",37,149,"Polk","37,842","23",4.3,"29"
"1994",37,151,"Randolph","31,896","64",4.6,"23"
"1995",37,153,"Richmond","29,991","85",4.7,"22"
"1996",37,155,"Robeson","26,639","100",3,"77"
"1997",37,157,"Rockingham","32,638","55",4.1,"40"
"1998",37,159,"Rowan","31,587","70",4.3,"32"
"1999",37,161,"Rutherford","28,379","95",4.1,"39"
"2000",37,163,"Sampson","35,821","32",6.5,"4"
"2001",37,165,"Scotland","29,039","90",3.3,"69"
"2002",37,167,"Stanly","32,571","56",4.4,"26"
"2003",37,169,"Stokes","31,742","68",4.7,"19"
"2004",37,171,"Surry","33,538","48",4.9,"16"
"2005",37,173,"Swain","29,712","87",3,"76"
"2006",37,175,"Transylvania","33,112","51",3.6,"58"
"2007",37,177,"Tyrrell","30,098","82",3.2,"72"
"2008",37,179,"Union","41,166","11",4.4,"25"
"2009",37,181,"Vance","30,024","84",2.9,"78"
"2010",37,183,"Wake","49,695","3",2.7,"86"
"2011",37,185,"Warren","28,356","96",8,"1"
"2012",37,187,"Washington","32,221","62",1.2,"98"
"2013",37,189,"Watauga","30,998","77",3.9,"47"
"2014",37,191,"Wayne","35,181","38",3.3,"70"
"2015",37,193,"Wilkes","30,988","78",5,"15"
"2016",37,195,"Wilson","36,044","30",2.8,"83"
"2017",37,197,"Yadkin","31,890","65",4.9,"17"
"2018",37,199,"Yancey","29,783","86",3.9,"51"
"2021",38,1,"Adams","43,369","44",5.5,"10"
"2022",38,3,"Barnes","49,559","31",-4.5,"42"
"2023",38,5,"Benson","31,909","50",-3.1,"39"
"2024",38,7,"Billings","87,254","4",16.6,"2"
"2025",38,9,"Bottineau","57,030","15",-7.5,"45"
"2026",38,11,"Bowman","65,368","10",2.7,"16"
"2027",38,13,"Burke","96,495","2",8.4,"6"
"2028",38,15,"Burleigh","53,387","22",4.5,"12"
"2029",38,17,"Cass","52,711","23",2.7,"17"
"2030",38,19,"Cavalier","68,781","8",-4.5,"41"
"2031",38,21,"Dickey","59,072","13",-0.7,"28"
"2032",38,23,"Divide","64,209","11",-0.6,"26"
"2033",38,25,"Dunn","80,900","5",1.9,"19"
"2034",38,27,"Eddy","45,726","38",-2.5,"35"
"2035",38,29,"Emmons","41,294","48",-4.3,"40"
"2036",38,31,"Foster","49,314","32",-1.5,"30"
"2037",38,33,"Golden Valley","42,800","45",3.9,"13"
"2038",38,35,"Grand Forks","44,177","41",2.9,"14"
"2039",38,37,"Grant","43,810","43",10,"4"
"2040",38,39,"Griggs","53,389","21",-8.4,"48"
"2041",38,41,"Hettinger","55,144","19",8,"7"
"2042",38,43,"Kidder","50,133","29",0.9,"23"
"2043",38,45,"LaMoure","59,497","12",9.3,"5"
"2044",38,47,"Logan","66,350","9",18.7,"1"
"2045",38,49,"McHenry","52,089","24",-0.3,"25"
"2046",38,51,"McIntosh","49,745","30",7,"9"
"2047",38,53,"McKenzie","80,640","6",1.2,"22"
"2048",38,55,"McLean","55,838","18",-2.3,"32"
"2049",38,57,"Mercer","51,034","27",1.9,"20"
"2050",38,59,"Morton","44,464","40",1.2,"21"
"2051",38,61,"Mountrail","70,326","7",11.6,"3"
"2052",38,63,"Nelson","51,480","25",-2.2,"31"
"2053",38,65,"Oliver","45,911","37",-3.1,"38"
"2054",38,67,"Pembina","49,188","33",-0.7,"27"
"2055",38,69,"Pierce","39,408","49",-2.4,"33"
"2056",38,71,"Ramsey","42,640","46",-2.9,"36"
"2057",38,73,"Ransom","43,999","42",-2.5,"34"
"2058",38,75,"Renville","56,073","16",-12.1,"50"
"2059",38,77,"Richland","41,400","47",-7.8,"47"
"2060",38,79,"Rolette","30,621","51",2.2,"18"
"2061",38,81,"Sargent","50,530","28",-15.7,"51"
"2062",38,83,"Sheridan","24,393","53",-11.2,"49"
"2063",38,85,"Sioux","24,680","52",-1.3,"29"
"2064",38,87,"Slope","57,069","14",-25.7,"53"
"2065",38,89,"Stark","89,515","3",7.1,"8"
"2066",38,91,"Steele","53,524","20",-24.6,"52"
"2067",38,93,"Stutsman","48,420","34",0.5,"24"
"2068",38,95,"Towner","47,706","35",-3.1,"37"
"2069",38,97,"Traill","44,845","39",-7.5,"46"
"2070",38,99,"Walsh","46,480","36",-6.7,"43"
"2071",38,101,"Ward","56,024","17",2.8,"15"
"2072",38,103,"Wells","51,325","26",-7,"44"
"2073",38,105,"Williams","121,538","1",4.8,"11"
"2076",39,1,"Adams","28,374","87",3.7,"41"
