"state_county_fips","POP_ESTIMATE_2014"
54085,"10,011"
54087,"14,664"
54089,"13,417"
54091,"17,069"
54093,"6,927"
54095,"9,098"
54097,"24,731"
54099,"41,122"
54101,"8,834"
54103,"15,988"
54105,"5,845"
54107,"86,237"
54109,"22,598"
55000,"5,757,564"
55001,"20,215"
55003,"16,103"
55005,"45,455"
55007,"14,985"
55009,"256,670"
55011,"13,188"
55013,"15,328"
55015,"49,491"
55017,"63,460"
55019,"34,423"
55021,"56,615"
55023,"16,392"
55025,"516,284"
55027,"88,574"
55029,"27,766"
55031,"43,698"
55033,"44,305"
55035,"101,564"
55037,"4,481"
55039,"101,759"
55041,"9,127"
55043,"51,829"
55045,"37,063"
55047,"18,836"
55049,"23,825"
55051,"5,917"
55053,"20,652"
55055,"84,395"
55057,"26,395"
55059,"168,068"
55061,"20,444"
55063,"118,011"
55065,"16,853"
55067,"19,410"
55069,"28,493"
55071,"80,160"
55073,"135,780"
55075,"41,298"
55077,"15,050"
55078,"4,522"
55079,"956,406"
55081,"45,379"
55083,"37,417"
55085,"35,563"
55087,"182,006"
55089,"87,470"
55091,"7,335"
55093,"40,958"
55095,"43,437"
55097,"70,482"
55099,"13,675"
55101,"195,163"
55103,"17,662"
55105,"161,188"
55107,"14,333"
55109,"86,759"
55111,"63,379"
55113,"16,437"
55115,"41,579"
55117,"115,290"
55119,"20,540"
55121,"29,509"
55123,"30,362"
55125,"21,398"
55127,"103,527"
55129,"15,694"
55131,"133,251"
55133,"395,118"
55135,"52,066"
55137,"24,178"
55139,"169,511"
55141,"73,608"
56000,"584,153"
56001,"37,811"
56003,"11,930"
56005,"48,320"
56007,"15,854"
56009,"14,097"
56011,"7,248"
56013,"40,703"
56015,"13,514"
56017,"4,816"
56019,"8,573"
56021,"96,389"
56023,"18,567"
56025,"81,624"
56027,"2,463"
56029,"28,989"
56031,"8,799"
56033,"30,032"
56035,"10,057"
56037,"45,010"
56039,"22,930"
56041,"20,904"
56043,"8,322"
56045,"7,201"
72000,"3,548,397"
72001,"18,900"
72003,"40,329"
72005,"57,290"
72007,"27,473"
72009,"24,561"
72011,"28,403"
72013,"91,540"
72015,"18,853"
72017,"24,958"
72019,"29,697"
72021,"194,210"
72023,"50,349"
72025,"137,032"
72027,"33,664"
72029,"47,457"
72031,"165,820"
72033,"26,274"
72035,"46,293"
72037,"12,607"
72039,"17,728"
72041,"42,118"
72043,"40,331"
72045,"20,253"
72047,"35,693"
72049,"1,818"
72051,"38,264"
72053,"34,049"
72054,"12,411"
72055,"17,852"
72057,"43,467"
72059,"20,148"
72061,"92,799"
72063,"47,145"
72065,"41,618"
72067,"16,746"
72069,"55,884"
72071,"44,149"
72073,"15,693"
72075,"48,853"
72077,"40,102"
72079,"24,465"
72081,"28,208"
72083,"9,158"
72085,"38,671"
72087,"28,065"
72089,"19,338"
72091,"41,675"
72093,"6,022"
72095,"11,565"
72097,"81,915"
72099,"38,461"
72101,"32,194"
72103,"26,886"
72105,"29,602"
72107,"22,392"
72109,"18,261"
72111,"22,365"
72113,"153,540"
72115,"25,042"
72117,"14,782"
72119,"52,668"
72121,"24,121"
72123,"29,881"
72125,"33,725"
72127,"365,575"
72129,"39,524"
72131,"39,969"
72133,"22,860"
72135,"74,837"
72137,"84,165"
72139,"71,019"
72141,"31,050"
72143,"39,236"
72145,"56,166"
72147,"9,113"
72149,"24,389"
72151,"35,879"
72153,"38,782"
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
NA,""
