"state_fips","county_fips","n_storms","total_intensity"
"28","041",17,19
"28","043",18,29
"28","045",44,34
"28","047",61,59
"28","049",71,79
"28","051",30,35
"28","053",22,19
"28","055",18,32
"28","057",7,8
"28","059",49,34
"28","061",23,20
"28","063",18,26
"28","065",20,26
"28","067",63,81
"28","069",21,24
"28","071",17,28
"28","073",30,29
"28","075",38,29
"28","077",20,24
"28","079",29,49
"28","081",21,29
"28","083",35,40
"28","085",34,36
"28","087",29,45
"28","089",46,38
"28","091",29,33
"28","093",17,11
"28","095",25,34
"28","097",15,17
"28","099",34,55
"28","101",31,42
"28","103",23,27
"28","105",19,18
"28","107",15,14
"28","109",44,44
"28","111",13,10
"28","113",19,16
"28","115",17,20
"28","117",16,18
"28","119",7,10
"28","121",58,51
"28","123",28,33
"28","125",25,16
"28","127",40,55
"28","129",49,53
"28","131",19,13
"28","133",26,32
"28","135",15,21
"28","137",9,8
"28","139",14,14
"28","141",13,22
"28","143",10,11
"28","145",15,24
"28","147",23,23
"28","149",40,38
"28","151",26,32
"28","153",16,15
"28","155",11,13
"28","157",10,10
"28","159",11,7
"28","161",7,9
"28","163",33,26
"29","001",10,8
"29","003",24,14
"29","005",15,14
"29","007",22,15
"29","009",30,30
"29","011",31,27
"29","013",21,18
"29","015",23,21
"29","017",20,20
"29","019",29,30
"29","021",18,16
"29","023",34,33
"29","025",6,6
"29","027",32,18
"29","029",21,22
"29","031",36,35
"29","033",13,9
"29","035",12,21
"29","037",31,21
"29","039",14,11
"29","041",12,18
"29","043",25,21
"29","045",10,9
"29","047",28,29
"29","049",19,15
"29","051",6,3
"29","053",16,11
"29","055",17,13
"29","057",16,14
"29","059",9,7
"29","061",17,16
"29","063",16,15
"29","065",11,8
"29","067",21,22
"29","069",31,29
"29","071",23,20
"29","073",8,7
"29","075",16,14
"29","077",32,36
"29","079",9,8
"29","081",21,20
"29","083",10,12
"29","085",10,7
"29","087",11,5
"29","089",5,3
"29","091",35,42
"29","093",12,16
"29","095",30,35
"29","097",39,44
"29","099",29,30
"29","101",27,23
"29","103",6,5
"29","105",16,19
"29","107",24,17
"29","109",14,12
"29","111",12,12
"29","113",20,14
"29","115",10,11
"29","117",10,7
"29","119",17,18
"29","121",13,19
"29","123",23,25
"29","125",6,8
"29","127",10,4
"29","129",11,13
"29","131",26,22
"29","133",21,23
"29","135",20,18
"29","137",22,14
"29","139",18,18
"29","141",18,17
"29","143",23,19
"29","145",44,49
"29","147",30,27
"29","149",18,22
"29","151",9,9
"29","153",30,28
"29","155",30,24
"29","157",21,30
"29","159",31,32
"29","161",22,26
"29","163",19,11
"29","165",14,24
"29","167",21,10
"29","169",15,18
"29","171",6,3
"29","173",12,10
"29","175",8,9
"29","177",22,24
"29","179",13,10
"29","181",19,24
"29","183",31,31
"29","185",17,13
"29","186",6,3
"29","187",16,21
"29","189",37,51
"29","195",17,17
"29","197",9,11
"29","199",8,7
"29","201",32,27
"29","203",12,8
"29","205",11,12
"29","207",33,27
"29","209",22,19
"29","211",9,4
"29","213",9,4
"29","215",23,25
"29","217",21,12
