"state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
46,81,"South Dakota","Lawrence County",3,24170,22933,96,515,159,10,23540,630
46,83,"South Dakota","Lincoln County",3,45150,43538,331,224,469,9,44580,570
46,85,"South Dakota","Lyman County",3,3770,2205,3,1451,10,1,3726,44
46,87,"South Dakota","McCook County",3,5608,5528,9,24,8,3,5509,99
46,89,"South Dakota","McPherson County",3,2454,2428,1,1,4,3,2431,23
46,91,"South Dakota","Marshall County",3,4642,4115,17,447,9,0,4326,316
46,93,"South Dakota","Meade County",3,25504,23641,353,620,177,20,24704,800
46,95,"South Dakota","Mellette County",3,2037,823,2,1099,5,0,2006,31
46,97,"South Dakota","Miner County",3,2382,2344,2,4,9,0,2349,33
46,99,"South Dakota","Minnehaha County",3,169992,152568,6647,4399,2582,214,162957,7035
46,101,"South Dakota","Moody County",3,6495,5306,32,923,70,0,6383,112
46,103,"South Dakota","Pennington County",3,101279,85397,1115,9978,1083,97,97147,4132
46,105,"South Dakota","Perkins County",3,2974,2891,2,47,4,0,2954,20
46,107,"South Dakota","Potter County",3,2338,2284,3,20,9,1,2321,17
46,109,"South Dakota","Roberts County",3,10182,6311,14,3541,20,1,10048,134
46,111,"South Dakota","Sanborn County",3,2358,2323,0,6,4,0,2328,30
46,113,"South Dakota","Shannon County",3,13649,440,5,13068,15,3,13335,314
46,115,"South Dakota","Spink County",3,6410,6255,18,82,7,1,6335,75
46,117,"South Dakota","Stanley County",3,2989,2696,9,200,4,0,2969,20
46,119,"South Dakota","Sully County",3,1374,1334,1,16,0,0,1361,13
46,121,"South Dakota","Todd County",3,9637,936,15,8512,19,0,9400,237
46,123,"South Dakota","Tripp County",3,5639,4693,7,798,13,0,5578,61
46,125,"South Dakota","Turner County",3,8349,8163,22,74,17,3,8230,119
46,127,"South Dakota","Union County",3,14480,13954,103,86,137,11,14172,308
46,129,"South Dakota","Walworth County",3,5446,4512,6,779,14,0,5406,40
46,135,"South Dakota","Yankton County",3,22455,21078,359,609,120,6,21823,632
46,137,"South Dakota","Ziebach County",3,2820,626,5,2108,2,1,2733,87
47,1,"Tennessee","Anderson County",3,75146,69740,2894,261,829,22,73374,1772
47,3,"Tennessee","Bedford County",3,45112,39862,3736,321,422,71,40023,5089
47,5,"Tennessee","Benton County",3,16500,15831,333,75,70,0,16209,291
47,7,"Tennessee","Bledsoe County",3,12866,12173,474,53,18,3,12608,258
47,9,"Tennessee","Blount County",3,123151,116499,3483,491,919,45,119709,3442
47,11,"Tennessee","Bradley County",3,99142,91711,4383,564,908,71,94399,4743
47,13,"Tennessee","Campbell County",3,40704,39933,134,103,106,23,40225,479
47,15,"Tennessee","Cannon County",3,13793,13392,174,30,17,9,13580,213
47,17,"Tennessee","Carroll County",3,28479,24965,2897,129,58,12,27874,605
47,19,"Tennessee","Carter County",3,57384,55648,791,119,191,10,56496,888
47,21,"Tennessee","Cheatham County",3,39116,37771,594,135,145,20,38200,916
47,23,"Tennessee","Chester County",3,17174,15208,1580,71,65,2,16829,345
47,25,"Tennessee","Claiborne County",3,32230,31336,281,98,168,5,31958,272
47,27,"Tennessee","Clay County",3,7848,7614,108,28,7,8,7719,129
47,29,"Tennessee","Cocke County",3,35653,34100,683,164,113,28,35021,632
47,31,"Tennessee","Coffee County",3,52787,49347,1896,196,470,26,50785,2002
47,33,"Tennessee","Crockett County",3,14571,12349,1884,56,34,4,13298,1273
47,35,"Tennessee","Cumberland County",3,56206,55000,206,214,252,60,54900,1306
47,37,"Tennessee","Davidson County",3,628045,414869,176566,3147,19623,659,566795,61250
47,39,"Tennessee","Decatur County",3,11721,11200,339,26,30,12,11407,314
47,41,"Tennessee","DeKalb County",3,18727,18100,322,50,55,2,17476,1251
47,43,"Tennessee","Dickson County",3,49708,46350,2096,204,247,17,48140,1568
47,45,"Tennessee","Dyer County",3,38321,31876,5514,100,200,14,37300,1021
47,47,"Tennessee","Fayette County",3,38404,27016,10778,104,193,4,37546,858
47,49,"Tennessee","Fentress County",3,17915,17644,40,45,38,4,17722,193
47,51,"Tennessee","Franklin County",3,40989,37730,2135,153,303,26,39943,1046
47,53,"Tennessee","Gibson County",3,49726,39494,9407,107,111,6,48709,1017
47,55,"Tennessee","Giles County",3,29403,25593,3028,92,123,12,28925,478
47,57,"Tennessee","Grainger County",3,22702,22287,121,50,23,10,22162,540
47,59,"Tennessee","Greene County",3,68812,66217,1385,187,261,57,67112,1700
47,61,"Tennessee","Grundy County",3,13721,13449,41,66,24,1,13605,116
47,63,"Tennessee","Hamblen County",3,62607,57754,2759,458,495,77,55894,6713
47,65,"Tennessee","Hamilton County",3,337197,255146,68422,2001,6154,518,322081,15116
47,67,"Tennessee","Hancock County",3,6817,6688,24,20,7,0,6803,14
47,69,"Tennessee","Hardeman County",3,27167,15424,11264,64,159,0,26779,388
47,71,"Tennessee","Hardin County",3,26052,24590,906,80,103,7,25553,499
47,73,"Tennessee","Hawkins County",3,56883,55124,760,139,292,11,56209,674
47,75,"Tennessee","Haywood County",3,18764,9026,9513,55,25,0,18036,728
47,77,"Tennessee","Henderson County",3,27789,24983,2204,57,84,3,27255,534
47,79,"Tennessee","Henry County",3,32354,29031,2634,99,100,6,31792,562
47,81,"Tennessee","Hickman County",3,24669,23055,1136,126,51,2,24207,462
47,83,"Tennessee","Houston County",3,8450,8078,195,26,24,3,8319,131
47,85,"Tennessee","Humphreys County",3,18563,17748,475,93,36,7,18288,275
47,87,"Tennessee","Jackson County",3,11607,11391,31,53,11,2,11432,175
47,89,"Tennessee","Jefferson County",3,51610,49463,1104,217,219,18,49985,1625
47,91,"Tennessee","Johnson County",3,18281,17665,380,36,35,6,18009,272
47,93,"Tennessee","Knox County",3,433005,376245,38689,1553,8358,516,417889,15116
47,95,"Tennessee","Lake County",3,7817,5516,2163,28,12,2,7675,142
47,97,"Tennessee","Lauderdale County",3,27760,17416,9767,175,70,4,27192,568
47,99,"Tennessee","Lawrence County",3,41990,40430,661,155,132,7,41289,701
47,101,"Tennessee","Lewis County",3,12152,11715,202,40,49,4,11926,226
47,103,"Tennessee","Lincoln County",3,33414,30219,2289,170,125,45,32522,892
47,105,"Tennessee","Loudon County",3,48735,47089,574,170,316,103,45317,3418
47,107,"Tennessee","McMinn County",3,52224,48555,2112,208,413,13,50727,1497
47,109,"Tennessee","McNairy County",3,26052,24062,1558,69,50,2,25644,408
47,111,"Tennessee","Macon County",3,22260,21762,100,137,56,3,21334,926
47,113,"Tennessee","Madison County",3,98298,59903,35918,255,961,47,94987,3311
47,115,"Tennessee","Marion County",3,28236,26674,1013,116,118,1,27866,370
47,117,"Tennessee","Marshall County",3,30682,27883,2054,114,146,37,29293,1389
47,119,"Tennessee","Maury County",3,81191,68716,10211,324,523,42,77233,3958
47,121,"Tennessee","Meigs County",3,11778,11418,123,89,20,0,11599,179
47,123,"Tennessee","Monroe County",3,44605,42487,1005,249,151,21,43151,1454
47,125,"Tennessee","Montgomery County",3,173255,126710,33921,1173,3798,759,159261,13994
47,127,"Tennessee","Moore County",3,6350,6093,146,16,30,1,6278,72
47,129,"Tennessee","Morgan County",3,21995,20803,811,67,42,8,21801,194
47,131,"Tennessee","Obion County",3,31814,27900,3409,66,79,24,30800,1014
47,133,"Tennessee","Overton County",3,22088,21646,93,66,44,1,21883,205
47,135,"Tennessee","Perry County",3,7919,7616,125,47,14,0,7791,128
47,137,"Tennessee","Pickett County",3,5069,5022,5,11,4,0,5000,69
47,139,"Tennessee","Polk County",3,16823,16453,61,64,24,9,16580,243
47,141,"Tennessee","Putnam County",3,72542,68565,1532,501,901,87,68675,3867
47,143,"Tennessee","Rhea County",3,31877,30486,628,146,140,17,30689,1188
47,145,"Tennessee","Roane County",3,54129,51371,1449,198,271,19,53422,707
47,147,"Tennessee","Robertson County",3,66364,59834,4982,314,365,57,62459,3905
47,149,"Tennessee","Rutherford County",3,263774,214617,33624,1410,8265,269,246115,17659
47,151,"Tennessee","Scott County",3,22241,21917,28,56,45,1,22115,126
47,153,"Tennessee","Sequatchie County",3,14131,13832,38,67,41,5,13664,467
47,155,"Tennessee","Sevier County",3,90135,86964,837,420,840,30,85335,4800
47,157,"Tennessee","Shelby County",3,928786,403596,487468,3457,22035,842,876748,52038
47,159,"Tennessee","Smith County",3,19125,18335,412,92,40,4,18706,419
47,161,"Tennessee","Stewart County",3,13351,12716,200,70,138,3,13094,257
47,163,"Tennessee","Sullivan County",3,156856,150104,3425,485,908,42,154512,2344
47,165,"Tennessee","Sumner County",3,161276,146028,10507,557,1718,152,154915,6361
47,167,"Tennessee","Tipton County",3,61121,47984,11479,269,387,59,59828,1293
47,169,"Tennessee","Trousdale County",3,7874,6939,749,39,20,1,7672,202
47,171,"Tennessee","Unicoi County",3,18290,18001,46,47,30,3,17595,695
47,173,"Tennessee","Union County",3,19120,18769,24,68,22,13,18857,263
47,175,"Tennessee","Van Buren County",3,5552,5454,24,15,8,0,5499,53
47,177,"Tennessee","Warren County",3,39859,37669,1292,156,214,30,36676,3183
47,179,"Tennessee","Washington County",3,123302,114360,4984,463,1503,54,119647,3655
47,181,"Tennessee","Wayne County",3,16985,15767,987,54,29,5,16708,277
47,183,"Tennessee","Weakley County",3,35026,31304,2750,110,411,10,34327,699
47,185,"Tennessee","White County",3,25816,24838,470,91,71,21,25386,430
47,187,"Tennessee","Williamson County",3,184068,167366,8072,481,5685,100,175869,8199
47,189,"Tennessee","Wilson County",3,114650,103685,7412,456,1349,80,110901,3749
48,1,"Texas","Anderson County",3,58478,44240,12610,358,426,71,49134,9344
48,3,"Texas","Andrews County",3,14835,14135,246,193,103,1,7605,7230
48,5,"Texas","Angelina County",3,86920,71037,13427,629,872,25,69667,17253
48,7,"Texas","Aransas County",3,23204,21774,341,229,489,20,17503,5701
48,9,"Texas","Archer County",3,9103,8826,66,84,18,3,8418,685
48,11,"Texas","Armstrong County",3,1902,1855,11,18,0,0,1777,125
48,13,"Texas","Atascosa County",3,44955,43367,438,431,237,46,17067,27888
48,15,"Texas","Austin County",3,28423,24964,2750,217,141,3,21712,6711
48,17,"Texas","Bailey County",3,7156,6779,103,180,35,10,2863,4293
48,19,"Texas","Bandera County",3,20551,19932,104,212,57,6,17126,3425
48,21,"Texas","Bastrop County",3,74336,64871,6026,1274,598,106,50013,24323
48,23,"Texas","Baylor County",3,3717,3563,86,16,4,3,3256,461
48,25,"Texas","Bee County",3,31901,28523,2645,223,186,23,13931,17970
48,27,"Texas","Bell County",3,312874,214772,70077,3410,9419,2754,244698,68176
48,29,"Texas","Bexar County",3,1723035,1481805,137262,21209,45280,3264,710607,1012428
48,31,"Texas","Blanco County",3,10509,10132,79,120,56,6,8590,1919
48,33,"Texas","Borden County",3,643,623,0,3,1,0,547,96
48,35,"Texas","Bosque County",3,18258,17505,322,137,62,3,15315,2943
48,37,"Texas","Bowie County",3,92656,66495,22645,859,776,73,86538,6118
48,39,"Texas","Brazoria County",3,314452,249826,38979,2390,17915,184,227091,87361
48,41,"Texas","Brazos County",3,195680,158583,21993,1256,10442,200,149829,45851
48,43,"Texas","Brewster County",3,9275,8786,117,138,76,8,5334,3941
48,45,"Texas","Briscoe County",3,1626,1551,45,5,0,0,1216,410
48,47,"Texas","Brooks County",3,7210,7078,51,29,33,3,627,6583
48,49,"Texas","Brown County",3,38097,35671,1407,266,185,29,30620,7477
48,51,"Texas","Burleson County",3,17210,14721,2121,144,29,3,14015,3195
48,53,"Texas","Burnet County",3,42789,40815,806,406,218,25,34088,8701
48,55,"Texas","Caldwell County",3,38116,34013,2723,453,382,18,20129,17987
48,57,"Texas","Calhoun County",3,21336,19388,633,129,960,10,11407,9929
48,59,"Texas","Callahan County",3,13516,13010,146,81,60,11,12480,1036
48,61,"Texas","Cameron County",3,407672,397906,2643,2336,2961,238,48509,359163
48,63,"Texas","Camp County",3,12404,9740,2187,119,82,20,9721,2683
48,65,"Texas","Carson County",3,6164,5951,37,68,29,0,5631,533
48,67,"Texas","Cass County",3,30432,24442,5334,183,95,4,29359,1073
48,69,"Texas","Castro County",3,8111,7713,177,120,43,0,3240,4871
48,71,"Texas","Chambers County",3,35406,31079,3068,394,379,25,28657,6749
48,73,"Texas","Cherokee County",3,50872,41340,7674,734,261,19,40322,10550
48,75,"Texas","Childress County",3,7064,6176,710,45,56,2,5168,1896
48,77,"Texas","Clay County",3,10734,10333,61,142,27,1,10259,475
48,79,"Texas","Cochran County",3,3139,2906,137,68,6,5,1481,1658
48,81,"Texas","Coke County",3,3323,3208,13,62,7,1,2722,601
48,83,"Texas","Coleman County",3,8888,8422,206,96,32,1,7466,1422
48,85,"Texas","Collin County",3,788568,604284,69190,5771,90654,641,672193,116375
48,87,"Texas","Collingsworth County",3,3052,2771,158,64,16,0,2125,927
48,89,"Texas","Colorado County",3,20877,17525,2824,188,106,16,15393,5484
48,91,"Texas","Comal County",3,109284,104068,1886,836,924,82,82036,27248
48,93,"Texas","Comanche County",3,13986,13616,80,120,41,5,10357,3629
48,95,"Texas","Concho County",3,4096,3915,89,25,18,6,1910,2186
48,97,"Texas","Cooke County",3,38445,35866,1125,519,330,22,32437,6008
48,99,"Texas","Coryell County",3,75588,56850,12449,826,1553,705,63452,12136
48,101,"Texas","Cottle County",3,1500,1340,139,5,0,1,1177,323
48,103,"Texas","Crane County",3,4376,4114,145,49,28,1,1963,2413
48,105,"Texas","Crockett County",3,3706,3572,44,43,14,3,1354,2352
48,107,"Texas","Crosby County",3,6048,5707,214,42,6,4,2862,3186
48,109,"Texas","Culberson County",3,2397,2265,16,43,27,0,574,1823
48,111,"Texas","Dallam County",3,6761,6394,100,107,49,10,4016,2745
48,113,"Texas","Dallas County",3,2373360,1640230,541709,27437,124602,2266,1463720,909640
48,115,"Texas","Dawson County",3,13850,12515,959,143,71,13,6439,7411
48,117,"Texas","Deaf Smith County",3,19440,18611,303,286,74,14,6330,13110
48,119,"Texas","Delta County",3,5241,4624,387,74,29,0,4946,295
48,121,"Texas","Denton County",3,666938,542646,57580,5911,45296,609,545039,121899
48,123,"Texas","DeWitt County",3,20049,17655,1981,147,57,7,13534,6515
48,125,"Texas","Dickens County",3,2454,2246,106,51,22,2,1743,711
48,127,"Texas","Dimmit County",3,10033,9765,110,50,58,1,1382,8651
48,129,"Texas","Donley County",3,3724,3477,176,19,9,2,3400,324
48,131,"Texas","Duval County",3,11721,11458,120,65,30,10,1337,10384
48,133,"Texas","Eastland County",3,18600,17820,365,171,72,10,15923,2677
48,135,"Texas","Ector County",3,137098,125861,6463,1805,1225,214,64469,72629
48,137,"Texas","Edwards County",3,1993,1919,14,39,15,0,967,1026
48,139,"Texas","Ellis County",3,150431,132171,13905,1134,933,139,114913,35518
48,141,"Texas","El Paso County",3,803627,748902,27331,7479,9220,1328,143171,660456
48,143,"Texas","Erath County",3,37878,36171,468,485,295,21,30588,7290
48,145,"Texas","Falls County",3,17876,12805,4626,166,52,23,14137,3739
48,147,"Texas","Fannin County",3,33902,30404,2330,381,139,15,30661,3241
48,149,"Texas","Fayette County",3,24538,22267,1673,296,83,13,19947,4591
48,151,"Texas","Fisher County",3,3953,3717,148,24,12,1,2948,1005
48,153,"Texas","Floyd County",3,6403,6053,242,59,18,1,3005,3398
48,155,"Texas","Foard County",3,1335,1265,58,3,5,0,1148,187
48,157,"Texas","Fort Bend County",3,590619,343490,129307,3447,103103,450,450117,140502
48,159,"Texas","Franklin County",3,10606,9846,446,111,54,2,9264,1342
48,161,"Texas","Freestone County",3,19810,15939,3257,244,93,4,17123,2687
48,163,"Texas","Frio County",3,17243,15957,628,119,398,1,3817,13426
48,165,"Texas","Gaines County",3,17572,16820,335,173,49,5,11109,6463
48,167,"Texas","Galveston County",3,292574,234838,41076,2351,9107,240,226740,65834
48,169,"Texas","Garza County",3,6460,5920,447,39,12,7,3393,3067
48,171,"Texas","Gillespie County",3,24870,24191,120,270,96,14,19866,5004
48,173,"Texas","Glasscock County",3,1228,1199,15,4,1,2,846,382
48,175,"Texas","Goliad County",3,7221,6692,377,65,17,2,4756,2465
48,177,"Texas","Gonzales County",3,19821,17646,1560,329,85,19,10408,9413
48,179,"Texas","Gray County",3,22466,20559,1165,251,104,1,17094,5372
48,181,"Texas","Grayson County",3,121086,107909,7296,2054,1111,64,107285,13801
48,183,"Texas","Gregg County",3,121958,92363,24846,1143,1454,106,101769,20189
48,185,"Texas","Grimes County",3,26593,21495,4436,197,74,16,20950,5643
48,187,"Texas","Guadalupe County",3,132552,117232,9065,1230,2040,244,85182,47370
48,189,"Texas","Hale County",3,36355,33122,2118,523,174,42,15945,20410
48,191,"Texas","Hall County",3,3356,3039,251,30,8,2,2267,1089
48,193,"Texas","Hamilton County",3,8485,8206,55,125,40,1,7616,869
48,195,"Texas","Hansford County",3,5605,5423,44,81,15,0,3170,2435
48,197,"Texas","Hardeman County",3,4153,3777,255,29,13,0,3254,899
48,199,"Texas","Hardin County",3,54821,50494,3225,250,290,8,52394,2427
48,201,"Texas","Harris County",3,4108909,2929389,800690,46970,263841,5357,2427626,1681283
48,203,"Texas","Harrison County",3,65711,49075,14548,787,380,64,58382,7329
48,205,"Texas","Hartley County",3,6060,5537,426,27,33,3,4598,1462
48,207,"Texas","Haskell County",3,5875,5464,241,47,31,0,4456,1419
48,209,"Texas","Hays County",3,158307,145107,6023,1879,2072,243,102230,56077
48,211,"Texas","Hemphill County",3,3798,3709,9,26,24,3,2713,1085
48,213,"Texas","Henderson County",3,78648,71485,4989,585,348,50,70108,8540
48,215,"Texas","Hidalgo County",3,779194,759044,5493,3561,8129,239,72815,706379
48,217,"Texas","Hill County",3,35128,31906,2300,244,142,31,28683,6445
48,219,"Texas","Hockley County",3,22839,21347,884,287,77,8,12859,9980
48,221,"Texas","Hood County",3,51291,49656,273,426,331,42,46010,5281
48,223,"Texas","Hopkins County",3,35215,31526,2535,314,192,31,29813,5402
48,225,"Texas","Houston County",3,23693,16944,6262,136,110,1,21333,2360
48,227,"Texas","Howard County",3,35027,31246,2441,493,346,20,21716,13311
48,229,"Texas","Hudspeth County",3,3462,3304,57,40,23,0,704,2758
48,231,"Texas","Hunt County",3,86313,75236,7285,1017,974,172,74518,11795
48,233,"Texas","Hutchinson County",3,22212,20628,622,415,100,9,17792,4420
48,235,"Texas","Irion County",3,1610,1569,11,7,3,0,1191,419
48,237,"Texas","Jack County",3,9018,8494,345,75,31,9,7742,1276
48,239,"Texas","Jackson County",3,14070,12729,1025,76,58,5,9972,4098
48,241,"Texas","Jasper County",3,35816,28895,6003,225,216,18,33761,2055
48,243,"Texas","Jeff Davis County",3,2351,2255,33,17,7,1,1554,797
48,245,"Texas","Jefferson County",3,252495,150931,86637,2360,9010,184,209238,43257
48,247,"Texas","Jim Hogg County",3,5292,5199,24,24,18,0,400,4892
48,249,"Texas","Jim Wells County",3,40880,39823,272,350,190,16,8575,32305
48,251,"Texas","Johnson County",3,151297,141835,4234,1385,1090,559,123749,27548
48,253,"Texas","Jones County",3,20263,17127,2518,229,134,1,15199,5064
48,255,"Texas","Karnes County",3,14865,13161,1456,130,44,2,7449,7416
48,257,"Texas","Kaufman County",3,103871,89242,11012,966,977,40,86093,17778
48,259,"Texas","Kendall County",3,33651,32483,227,220,256,21,26753,6898
48,261,"Texas","Kenedy County",3,418,401,9,6,1,0,99,319
48,263,"Texas","Kent County",3,812,785,9,7,0,0,689,123
48,265,"Texas","Kerr County",3,49641,46957,956,496,425,36,37691,11950
48,267,"Texas","Kimble County",3,4583,4480,19,42,20,5,3511,1072
48,269,"Texas","King County",3,288,281,0,3,0,0,246,42
48,271,"Texas","Kinney County",3,3601,3448,67,28,14,8,1603,1998
48,273,"Texas","Kleberg County",3,32095,29233,1344,268,815,42,9579,22516
48,275,"Texas","Knox County",3,3729,3399,229,37,7,3,2616,1113
48,277,"Texas","Lamar County",3,49844,40803,6739,779,324,10,46587,3257
48,279,"Texas","Lamb County",3,14010,12896,671,245,30,3,6725,7285
48,281,"Texas","Lampasas County",3,19755,18092,682,206,226,41,16274,3481
48,283,"Texas","La Salle County",3,6898,6769,48,40,8,1,971,5927
48,285,"Texas","Lavaca County",3,19244,17534,1368,92,55,17,16145,3099
48,287,"Texas","Lee County",3,16605,14278,1838,173,64,30,12862,3743
48,289,"Texas","Leon County",3,16758,15159,1231,100,98,3,14493,2265
48,291,"Texas","Liberty County",3,75831,65217,8419,708,412,64,62071,13760
48,293,"Texas","Limestone County",3,23474,18587,4230,230,102,11,18962,4512
48,295,"Texas","Lipscomb County",3,3283,3106,39,60,10,5,2283,1000
48,297,"Texas","Live Oak County",3,11545,10752,526,117,62,4,7458,4087
48,299,"Texas","Llano County",3,19359,18783,133,145,84,6,17782,1577
48,301,"Texas","Loving County",3,83,79,0,4,0,0,64,19
48,303,"Texas","Lubbock County",3,280207,244795,21961,2936,6123,328,190321,89886
48,305,"Texas","Lynn County",3,5897,5574,130,102,15,1,3150,2747
48,307,"Texas","McCulloch County",3,8221,7853,175,79,32,1,5753,2468
48,309,"Texas","McLennan County",3,235961,189921,35882,2549,3545,225,180017,55944
48,311,"Texas","McMullen County",3,712,683,8,0,3,0,443,269
48,313,"Texas","Madison County",3,13737,10546,2799,132,92,6,11013,2724
48,315,"Texas","Marion County",3,10513,7823,2325,102,55,3,10180,333
48,317,"Texas","Martin County",3,4817,4618,101,33,14,3,2711,2106
48,319,"Texas","Mason County",3,4013,3929,21,21,7,10,3139,874
48,321,"Texas","Matagorda County",3,36721,30717,4351,416,762,40,22556,14165
48,323,"Texas","Maverick County",3,54499,53270,181,683,210,6,2375,52124
48,325,"Texas","Medina County",3,46153,43676,1115,408,355,52,23170,22983
48,327,"Texas","Menard County",3,2235,2179,15,31,3,0,1436,799
48,329,"Texas","Midland County",3,136981,122379,9495,1406,1864,99,85059,51922
48,331,"Texas","Milam County",3,24702,21534,2538,258,111,3,18919,5783
48,333,"Texas","Mills County",3,4953,4825,36,39,11,1,4119,834
48,335,"Texas","Mitchell County",3,9409,7946,1161,131,51,4,5915,3494
48,337,"Texas","Montague County",3,19720,19123,69,227,65,4,17790,1930
48,339,"Texas","Montgomery County",3,459421,416709,20335,4713,10216,491,363616,95805
48,341,"Texas","Moore County",3,21996,19485,425,352,1467,37,10431,11565
48,343,"Texas","Morris County",3,12921,9541,2979,121,60,13,11903,1018
48,345,"Texas","Motley County",3,1205,1161,24,17,1,0,1038,167
48,347,"Texas","Nacogdoches County",3,64645,50292,11909,585,848,29,53250,11395
48,349,"Texas","Navarro County",3,47848,39195,6796,495,337,393,36417,11431
48,351,"Texas","Newton County",3,14439,11212,2896,79,63,1,14022,417
48,353,"Texas","Nolan County",3,15240,14084,745,141,81,3,10118,5122
48,355,"Texas","Nueces County",3,340320,312435,14410,2698,6148,405,133374,206946
48,357,"Texas","Ochiltree County",3,10173,9842,53,137,37,4,5219,4954
48,359,"Texas","Oldham County",3,2050,1923,67,15,18,0,1803,247
48,361,"Texas","Orange County",3,81993,72512,7032,489,839,55,77165,4828
48,363,"Texas","Palo Pinto County",3,28102,26705,640,234,157,22,23087,5015
48,365,"Texas","Panola County",3,23781,19277,3885,132,84,11,21807,1974
48,367,"Texas","Parker County",3,117294,111738,2051,1040,704,54,104811,12483
48,369,"Texas","Parmer County",3,10285,9859,138,135,41,29,4082,6203
48,371,"Texas","Pecos County",3,15536,14546,607,154,114,7,5095,10441
48,373,"Texas","Polk County",3,45443,38324,5337,969,204,32,39415,6028
48,375,"Texas","Potter County",3,121390,99538,12994,1471,5092,116,78459,42931
48,377,"Texas","Presidio County",3,7874,7606,56,83,83,0,1308,6566
48,379,"Texas","Rains County",3,10931,10332,275,117,58,1,10095,836
48,381,"Texas","Randall County",3,121190,113319,3111,1018,1806,74,101074,20116
48,383,"Texas","Reagan County",3,3351,3173,85,35,8,0,1313,2038
48,385,"Texas","Real County",3,3324,3186,23,52,2,12,2498,826
48,387,"Texas","Red River County",3,12851,10209,2264,143,29,1,12001,850
48,389,"Texas","Reeves County",3,13813,12796,718,85,131,9,3548,10265
48,391,"Texas","Refugio County",3,7357,6692,488,56,41,0,3859,3498
48,393,"Texas","Roberts County",3,925,906,1,3,2,0,857,68
48,395,"Texas","Robertson County",3,16588,12514,3621,151,112,3,13588,3000
48,397,"Texas","Rockwall County",3,78967,70442,4677,573,1982,65,66347,12620
48,399,"Texas","Runnels County",3,10506,10021,223,133,44,3,7119,3387
48,401,"Texas","Rusk County",3,53386,42262,9541,494,255,37,45739,7647
48,403,"Texas","Sabine County",3,10865,9825,798,69,34,2,10510,355
48,405,"Texas","San Augustine County",3,8846,6624,2038,47,22,0,8310,536
48,407,"Texas","San Jacinto County",3,26439,22864,2756,223,129,11,23541,2898
48,409,"Texas","San Patricio County",3,64502,61378,1168,506,616,67,29242,35260
48,411,"Texas","San Saba County",3,6139,5774,203,70,13,0,4411,1728
48,413,"Texas","Schleicher County",3,3499,3394,43,15,4,0,1950,1549
48,415,"Texas","Scurry County",3,16954,15622,868,162,88,5,10766,6188
48,417,"Texas","Shackelford County",3,3367,3254,37,18,9,1,3027,340
48,419,"Texas","Shelby County",3,25427,20338,4559,201,100,6,21247,4180
48,421,"Texas","Sherman County",3,3030,2942,17,33,15,0,1802,1228
48,423,"Texas","Smith County",3,210455,164494,38383,1718,2790,116,174081,36374
48,425,"Texas","Somervell County",3,8509,8117,67,105,66,4,6874,1635
48,427,"Texas","Starr County",3,61178,60727,104,118,145,0,2640,58538
48,429,"Texas","Stephens County",3,9595,9174,217,81,37,2,7583,2012
48,431,"Texas","Sterling County",3,1137,1079,14,28,0,0,776,361
48,433,"Texas","Stonewall County",3,1495,1400,45,17,14,0,1287,208
48,435,"Texas","Sutton County",3,4060,3971,30,26,11,0,1622,2438
48,437,"Texas","Swisher County",3,7895,7060,599,97,20,4,4702,3193
48,439,"Texas","Tarrant County",3,1816784,1393626,277863,16495,87942,3851,1330762,486022
48,441,"Texas","Taylor County",3,131863,114805,10290,1244,2240,180,102525,29338
48,443,"Texas","Terrell County",3,1007,966,6,24,4,0,530,477
48,445,"Texas","Terry County",3,12663,11714,657,112,49,1,6425,6238
48,447,"Texas","Throckmorton County",3,1630,1589,11,11,7,0,1475,155
48,449,"Texas","Titus County",3,32408,27795,3229,721,280,46,19525,12883
48,451,"Texas","Tom Green County",3,110673,101341,4810,1180,1235,128,71074,39599
48,453,"Texas","Travis County",3,1030443,837464,92310,14528,61984,1103,685335,345108
48,455,"Texas","Trinity County",3,14697,12972,1406,87,45,3,13574,1123
48,457,"Texas","Tyler County",3,21763,18843,2498,137,58,5,20261,1502
48,459,"Texas","Upshur County",3,39388,34718,3444,365,163,12,36749,2639
48,461,"Texas","Upton County",3,3346,3145,69,92,4,0,1706,1640
48,463,"Texas","Uvalde County",3,26448,25605,239,274,154,19,8096,18352
48,465,"Texas","Val Verde County",3,49008,47100,825,339,268,63,9742,39266
48,467,"Texas","Van Zandt County",3,52656,49692,1466,519,203,34,47794,4862
48,469,"Texas","Victoria County",3,86849,78217,5842,692,983,64,48618,38231
48,471,"Texas","Walker County",3,68219,50443,15526,510,697,46,56683,11536
48,473,"Texas","Waller County",3,43441,30810,11106,682,252,35,30845,12596
48,475,"Texas","Ward County",3,10612,9696,562,141,47,5,5533,5079
48,477,"Texas","Washington County",3,33749,26737,6036,139,485,13,29063,4686
48,479,"Texas","Webb County",3,251308,246090,1381,1333,1644,99,10795,240513
48,481,"Texas","Wharton County",3,41316,34584,6014,225,173,14,25815,15501
48,483,"Texas","Wheeler County",3,5407,5124,128,66,24,0,4062,1345
48,485,"Texas","Wichita County",3,131791,110057,14222,1675,2783,140,109753,22038
48,487,"Texas","Wilbarger County",3,13505,11894,1110,170,116,11,9974,3531
48,489,"Texas","Willacy County",3,22202,21303,534,97,156,14,2834,19368
