"n_storms","total_intensity","intensity_per_area","state_fips","county_fips"
NA,1000,5458.45184593863,41,65
NA,1000,5458.45184593863,42,23
8,662021.412037037,399055.389073002,42,29
6,395124.421296296,205863.091741262,42,33
4,187129.62962963,304956.070799278,42,43
3,91037.037037037,133175.10695356,42,49
7,225365.162037037,204396.275267436,42,59
6,314553.240740741,227847.470322697,42,63
2,6750,21370.4313423191,42,103
2,128000,506871.191375838,42,113
4,899990.740740741,1070795.43498244,42,127
9,3475666.08796296,3931755.7909645,44,9
15,1784515.625,1200825.3176053,45,9
56,12173156.8287037,1237365.85839598,45,13
69,14149500.5787037,666097.160872372,45,15
57,12530426.5046296,859748.365500346,45,19
23,1558317.12962963,330163.836252161,45,25
46,8517801.50462963,689867.392851227,45,29
43,8803936.92129629,935350.792155027,45,43
7,389578.703703704,274082.716435111,45,45
32,5135750,961127.603718926,45,53
24,1860926.50462963,412776.886225682,45,55
18,1350854.16666667,392309.026180274,45,63
7,296573.49537037,426110.338797378,45,65
12,406563.078703704,161837.368480543,45,83
33,3729295.13888889,479266.893288171,45,89
NA,1000,5458.45184593863,46,9
NA,1000,5458.45184593863,46,23
NA,1000,5458.45184593863,46,55
NA,1000,5458.45184593863,46,73
NA,1000,5458.45184593863,46,123
NA,1000,5458.45184593863,46,137
8,120457.75462963,123241.455595312,47,3
4,50250,96918.7228892149,47,13
4,82472.8009259259,300402.286449236,47,33
2,48276.0416666667,177005.462469213,47,37
8,149311.342592593,119431.03899543,47,53
3,39250,80791.1613126462,47,59
NA,1000,5458.45184593863,47,63
1,27000,207564.438009293,47,73
6,209337.962962963,226229.011409755,47,79
3,101375,248258.433140116,47,93
6,152936.921296296,229423.860623282,47,107
3,56061.9212962963,193139.939988829,47,117
6,162707.75462963,170954.161087111,47,119
8,207959.490740741,154906.30495696,47,123
1,3375,38938.9699203364,47,143
4,73266.7824074074,113601.009839362,47,149
1,27000,319564.206931556,47,159
2,19000,84864.270380289,47,163
5,90057.8703703704,119168.164581562,47,183
3,54015.625,118977.772079757,47,189
NA,1000,5458.45184593863,48,3
10,152550.925925926,65809.363391418,48,37
NA,1000,5458.45184593863,48,43
48,4342830.43981481,407077.307323049,48,47
2,54000,108307.945416876,48,53
37,16497619.212963,2500522.5434638,48,57
10,117052.083333333,48731.4092390862,48,67
NA,1000,5458.45184593863,18,9
5,120375,205473.230509866,18,27
2,31250,101276.209167415,18,85
5,29311.9212962963,57052.4135092259,18,123
NA,1000,5458.45184593863,19,7
NA,1000,5458.45184593863,19,81
NA,1000,5458.45184593863,19,113
NA,1000,5458.45184593863,20,19
NA,1000,5458.45184593863,20,67
NA,1000,5458.45184593863,20,101
NA,1000,5458.45184593863,20,163
2,16000,51578.7226573598,21,27
NA,1000,5458.45184593863,21,63
1,15625,149500.286773531,21,71
NA,1000,5458.45184593863,21,83
2,117254.62962963,351491.744496267,21,93
NA,1000,5458.45184593863,55,11
NA,1000,5458.45184593863,55,29
NA,1000,5458.45184593863,55,51
NA,1000,5458.45184593863,55,69
NA,1000,5458.45184593863,55,75
NA,1000,5458.45184593863,55,107
NA,1000,5458.45184593863,55,111
NA,1000,5458.45184593863,55,121
NA,1000,5458.45184593863,56,11
NA,1000,5458.45184593863,56,29
121,23481494.212963,473393.747561543,1,3
12,173391.203703704,87888.9352910574,1,9
92,4705361.11111111,165745.81572468,1,25
35,2227686.9212963,303732.386302662,1,35
19,228780.671296296,41887.0837387791,1,71
80,12002603.0092593,484529.281933466,1,97
15,709563.72974537,284942.600794916,1,109
24,699166.087962963,128258.985718364,1,119
10,360984.375,189188.411190021,1,121
43,2880891.2037037,250513.476813301,1,129
NA,1000,5458.45184593863,4,9
15,603859.953703704,153565.636261017,5,1
12,545969.328703704,193165.158558388,5,3
1,42875,261417.125903868,5,11
9,302995.37037037,150787.423242495,5,19
3,128625,256855.909288693,5,21
5,72115.162037037,105613.704366978,5,73
10,295488.425925926,189066.70577216,5,99
5,134656.25,157904.333377138,5,121
1,8000,57028.1404019691,5,131
7,164129.62962963,87702.2318964255,5,145
NA,1000,5458.45184593863,6,1
NA,1000,5458.45184593863,6,13
NA,1000,5458.45184593863,6,17
NA,1000,5458.45184593863,6,23
NA,1000,5458.45184593863,6,39
NA,1000,5458.45184593863,6,43
NA,1000,5458.45184593863,6,57
NA,1000,5458.45184593863,6,61
NA,1000,5458.45184593863,6,71
NA,1000,5458.45184593863,6,73
NA,1000,5458.45184593863,6,79
NA,1000,5458.45184593863,6,83
NA,1000,5458.45184593863,6,89
NA,1000,5458.45184593863,6,99
NA,1000,5458.45184593863,6,113
NA,1000,5458.45184593863,8,5
NA,1000,5458.45184593863,8,19
NA,1000,5458.45184593863,8,23
NA,1000,5458.45184593863,8,49
NA,1000,5458.45184593863,8,111
7,565750,501264.82041836,10,1
35,4966203.125,606703.423671502,12,1
74,10751505.2083333,470951.528850027,12,9
47,7006230.90277778,819570.144022126,12,33
29,7569013.671875,1902164.00859855,12,37
66,8331750,452255.697853201,12,51
92,22512026.0416667,878794.884453927,12,75
29,5877649.88425926,990234.42177358,12,77
47,5413194.22743056,577397.748700015,12,107
8,1037803.81944444,1570642.30542731,12,117
71,9961101.85185185,549708.211750072,12,123
48,6118958.33333333,833473.4358547,12,129
30,3012839.12037037,669202.24202202,12,133
20,1247509.25925926,555531.893146866,13,19
21,1185829.28240741,270539.521735793,13,33
9,230636.574074074,331378.271012661,13,73
35,4614120.37037037,1099760.03705959,13,103
20,315057.291666667,314805.552866822,13,113
1,27000,245898.72008975,13,123
4,190407.407407407,465855.008968172,13,133
1,3969.3287037037,45706.6881184284,13,157
41,3313557.29166667,648445.332158501,13,185
20,1474645.25462963,1061459.71035742,13,201
2,8598.95833333333,54495.3759402774,13,233
12,447489.583333333,413022.032842828,13,289
NA,1000,5458.45184593863,13,291
3,194968.75,903114.614661906,13,301
17,575869.212962963,198170.040102071,13,303
3,50625,273605.323295988,13,311
9,192734.375,190032.828681906,13,319
NA,1000,5458.45184593863,16,13
NA,1000,5458.45184593863,16,25
NA,1000,5458.45184593863,16,31
NA,1000,5458.45184593863,16,37
NA,1000,5458.45184593863,16,41
NA,1000,5458.45184593863,16,61
NA,1000,5458.45184593863,16,73
NA,1000,5458.45184593863,16,83
NA,1000,5458.45184593863,16,85
5,64125,95129.7682150644,17,27
1,15625,165442.917930139,17,43
NA,1000,5458.45184593863,17,97
2,89181.1342592593,180622.725176689,17,183
1,27000,113904.748968469,17,197
NA,1000,5458.45184593863,31,75
NA,1000,5458.45184593863,31,91
NA,1000,5458.45184593863,31,103
NA,1000,5458.45184593863,32,11
NA,1000,5458.45184593863,32,15
NA,1000,5458.45184593863,32,31
NA,1000,5458.45184593863,32,33
8,828881.365740741,192511.198405878,33,7
4,579745.37037037,1314614.63885897,33,17
24,5110834.49074074,1286728.48335751,34,1
3,256754.62962963,1382587.07050156,34,7
3,554625,2015427.20682408,34,15
5,450787.615740741,748231.990472259,34,19
14,1537530.09259259,531989.415028996,34,29
NA,1000,5458.45184593863,34,31
NA,1000,5458.45184593863,35,15
NA,1000,5458.45184593863,35,33
NA,1000,5458.45184593863,35,39
NA,1000,5458.45184593863,35,43
NA,1000,5458.45184593863,35,55
NA,1000,5458.45184593863,36,17
4,122791.666666667,73141.6407686414,36,43
1,166375,7306554.62884026,36,47
4,171707.75462963,227346.751229519,36,53
NA,1000,5458.45184593863,38,71
NA,1000,5458.45184593863,38,77
NA,1000,5458.45184593863,38,99
NA,1000,5458.45184593863,38,105
1,42875,334504.026860507,39,35
NA,1000,5458.45184593863,39,47
NA,1000,5458.45184593863,39,159
3,96875,135427.487167745,40,13
9,172224.537037037,94652.316571632,40,23
NA,1000,5458.45184593863,40,53
4,84375,97490.756716825,40,101
NA,1000,5458.45184593863,41,21
NA,1000,5458.45184593863,41,31
NA,1000,5458.45184593863,41,47
6,704223.37962963,687398.075342435,42,17
5,447162.037037037,290246.813506832,42,27
6,718587.384259259,794799.065809782,42,41
2,229046.296296296,493316.209485227,42,47
2,158135.99537037,363018.790380039,42,51
2,155125,716038.256505618,42,67
2,332750,971698.11263922,42,89
5,737037.037037037,1414197.61276027,42,95
5,262203.703703704,184455.594291661,42,129
NA,1000,5458.45184593863,44,5
12,1322566.55092593,1069007.962245,45,5
15,1174420.71759259,792379.870539888,45,17
19,896018.518518518,232066.821607868,45,41
14,765484.375,386587.40611889,45,57
11,562442.708333333,311508.945298851,45,71
45,4745353.58796296,372257.119498544,45,75
8,910125,1306664.57681959,36,59
2,110010.99537037,360425.166296929,36,63
NA,1000,5458.45184593863,36,75
5,886291.666666667,5129290.042638,36,81
2,152000,314462.721392015,36,91
3,314000,389395.642366521,36,113
44,6642747.10648148,685280.67810569,37,13
5,90134.837962963,105996.064993249,37,21
4,297171.875,605471.121666981,37,27
83,25262053.2407407,2114728.7520872,37,31
29,1679927.08333333,343852.899425994,37,51
18,3630777.77777778,2651831.06033534,37,53
39,3284400.46296296,401075.562077746,37,61
16,977943.287037037,321855.579863662,37,83
13,1382522.56944444,1140243.65801362,37,91
31,3847967.59259259,606314.894205229,37,101
14,885972.222222222,612568.357570938,37,107
1,8000,68577.769343809,37,115
2,234458.912037037,909868.88674869,37,123
14,1043692.70833333,411439.991939594,37,125
23,5164134.83796296,2393335.87580446,37,137
3,58875,99903.1837848873,37,193
3,56037.037037037,230657.550112831,37,199
NA,1000,5458.45184593863,38,37
5,49750,80544.8683390303,21,101
1,42875,612134.06007196,21,115
1,42875,368034.765121009,21,125
NA,1000,5458.45184593863,21,127
3,75375,189494.61261423,21,135
NA,1000,5458.45184593863,21,159
1,96281.8287037037,856828.711238486,21,179
NA,1000,5458.45184593863,21,181
2,69875,668356.580229413,21,189
1,27000,565514.517235493,21,197
20,1316938.0787037,310704.040311622,22,9
12,603826.967592592,232964.178697264,22,15
15,1133750.5787037,415056.039602024,22,25
4,474833.333333333,536604.156632373,22,31
20,1067802.66203704,339428.236476982,22,41
67,15165326.9675926,756019.831182511,22,57
15,1263927.08333333,998741.90805159,22,71
87,33523464.6990741,1341435.101975,22,75
18,1403101.27314815,313288.771821028,22,85
30,2985570.02314815,435072.121637582,22,97
39,2108151.62037037,262840.558642675,22,105
3,39250,82562.9947077074,22,107
26,1942472.80092593,227412.954683826,22,115
5,331649.884259259,738215.431289577,22,123
38,3491509.25925926,44209.0470359346,23,3
3,1142826.96759259,4400321.56849874,23,23
NA,1000,5458.45184593863,24,1
11,1010999.4212963,759274.093230403,24,3
9,997585.069444445,901720.825939962,24,13
14,1068958.33333333,477061.759376997,24,19
5,344000,513359.241577736,24,33
4,302375,595448.452562586,24,43
7,709259.837962963,987097.797983334,24,45
7,1033824.07407407,974734.072342319,25,9
NA,1000,5458.45184593863,26,7
NA,1000,5458.45184593863,26,55
NA,1000,5458.45184593863,26,95
3,3000,6301.17472609434,26,115
1,27000,160538.006373004,26,165
NA,1000,5458.45184593863,27,11
NA,1000,5458.45184593863,27,21
NA,1000,5458.45184593863,27,31
NA,1000,5458.45184593863,27,61
NA,1000,5458.45184593863,27,119
NA,1000,5458.45184593863,27,147
NA,1000,5458.45184593863,27,167
9,566317.12962963,571816.181299538,28,55
4,190114.00462963,346813.107219686,28,57
15,568671.296296296,292234.972963927,28,87
16,516472.800925926,278367.749177162,28,105
16,781807.291666667,209811.340306257,28,163
2,44938.0787037037,98688.106993207,29,27
NA,1000,5458.45184593863,29,33
5,50625,75862.6854137239,29,57
2,54000,189926.221961691,29,69
1,27000,209847.542530339,29,87
2,31250,88245.7113906599,29,99
11,153875,76957.2772535014,29,143
NA,1000,5458.45184593863,29,157
NA,1000,5458.45184593863,29,171
5,75620.3703703704,91742.1125318174,29,181
6,93500,111100.261711097,29,189
4,49375,110469.53340511,29,201
NA,1000,5458.45184593863,30,9
NA,1000,5458.45184593863,30,39
NA,1000,5458.45184593863,30,49
NA,1000,5458.45184593863,30,61
NA,1000,5458.45184593863,30,63
NA,1000,5458.45184593863,30,71
NA,1000,5458.45184593863,30,81
NA,1000,5458.45184593863,30,93
NA,1000,5458.45184593863,31,45
27,690141.203703704,156367.431956719,1,51
NA,1000,5458.45184593863,4,5
7,139625,128266.396763878,5,109
NA,1000,5458.45184593863,6,5
NA,1000,5458.45184593863,6,33
NA,1000,5458.45184593863,6,103
NA,1000,5458.45184593863,8,55
NA,1000,5458.45184593863,8,113
16,2399310.76388889,1748397.30560558,12,41
176,26655159.7222222,317135.935064092,12,105
2,74629.6296296296,516193.637539363,13,195
8,371677.662037037,492073.189295642,13,269
NA,1000,5458.45184593863,20,27
6,108370.37037037,123762.216154074,21,107
3,46037.037037037,121735.727808786,21,177
14,2005125.5787037,896952.196658001,22,1
6,383884.837962963,1005834.55529107,24,9
NA,1000,5458.45184593863,26,71
26,1558990.74074074,357941.467660564,28,61
NA,1000,5458.45184593863,29,205
NA,1000,5458.45184593863,30,43
6,392500,481056.831803724,34,11
8,121000,38629.6881198167,36,45
6,378571.180555556,459543.78914466,37,7
10,842343.171296296,1288508.1851398,37,143
38,3261414.93055556,498250.6083566,45,85
10,324625,246909.141455863,45,87
NA,1000,5458.45184593863,46,35
NA,1000,5458.45184593863,46,79
NA,1000,5458.45184593863,46,93
1,15625,174786.364617367,47,1
3,39250,113748.757460396,47,25
NA,1000,5458.45184593863,47,41
6,240083.912037037,255437.396641162,47,55
4,67353.5879629629,106450.493188684,47,81
NA,1000,5458.45184593863,47,127
2,109063.078703704,522365.54849539,47,141
1,17240.162037037,138825.324218979,47,147
4,54370.3703703704,88048.8703948356,47,155
22,565712.962962963,127800.185644515,47,157
3,41421.2962962963,97625.5442270181,47,165
9,123125,112337.704403016,47,167
3,59167.2453703704,130675.434151499,47,187
20,1017425.34722222,239890.400164279,48,5
19,6531419.56018519,4957753.76001773,48,7
20,2089031.8287037,345241.882455631,48,29
43,947516.782407407,89020.1718641257,48,35
133,49802442.7083333,1068464.63859329,48,39
51,29492388.3101852,2453450.50318278,48,61
NA,1000,5458.45184593863,48,75
NA,1000,5458.45184593863,48,105
NA,1000,5458.45184593863,48,155
NA,1000,5458.45184593863,48,191
NA,1000,5458.45184593863,48,195
30,970990.162037037,106658.194040214,48,225
NA,1000,5458.45184593863,48,235
NA,1000,5458.45184593863,48,263
29,4419467.59259259,710008.866879426,48,273
8,246615.162037037,266901.814945588,48,313
6,417447.916666667,306102.825541343,48,319
3,81000,146479.667645972,48,333
10,158213.541666667,58907.4255971721,48,349
43,2190484.375,188075.237048415,48,373
NA,1000,5458.45184593863,48,389
2,47557.2916666667,167900.723716114,48,403
NA,1000,5458.45184593863,48,411
NA,1000,5458.45184593863,48,443
6,276145.833333333,311692.880996288,48,459
NA,1000,5458.45184593863,48,461
30,7172587.96296296,1123802.09847785,48,469
43,6584389.46759259,581942.579393018,48,481
4,485183.449074074,438720.116261341,48,491
9,249009.837962963,159530.977622185,48,499
NA,1000,5458.45184593863,49,3
NA,1000,5458.45184593863,49,15
NA,1000,5458.45184593863,49,19
NA,1000,5458.45184593863,49,25
NA,1000,5458.45184593863,49,43
6,154662.037037037,203702.575563291,51,9
5,86130.2083333333,119455.631466763,51,23
11,873781.25,556755.018199156,51,33
3,43000,143328.826872923,51,63
10,762828.703703704,1165717.59433584,51,73
10,861869.791666667,397362.755525991,51,83
3,344000,1357267.15110385,51,93
5,423912.037037037,2235070.68135248,51,103
9,145000,141010.563634744,51,105
3,334994.791666667,1298553.65686248,51,113
1,42875,1161596.3765425,51,119
9,858609.375,759207.996905814,51,125
3,270370.37037037,1599975.22705686,51,133
2,79625,435188.654349323,51,137
7,617791.666666667,1190992.68513401,51,149
2,106875,1021836.63419345,51,159
1,27000,362565.010915221,51,179
11,604712.962962963,739099.352031029,51,181
5,254203.703703704,343748.113673215,51,191
NA,1000,5458.45184593863,53,7
NA,1000,5458.45184593863,53,19
NA,1000,5458.45184593863,53,29
NA,1000,5458.45184593863,53,35
NA,1000,5458.45184593863,53,41
NA,1000,5458.45184593863,53,53
NA,1000,5458.45184593863,53,65
NA,1000,5458.45184593863,53,73
3,400535.300925926,1531237.29088512,54,3
3,152473.37962963,380108.942503544,54,5
2,77546.2962962963,218298.220994551,54,19
2,280000,802828.053973107,54,27
5,178688.078703704,146992.8152312,54,39
1,27000,231158.436159862,54,43
NA,1000,5458.45184593863,54,57
1,15625,139383.979471529,54,59
2,116411.458333333,333475.146115239,54,67
6,244615.162037037,217821.912519829,54,71
3,79671.2962962963,164548.742715518,54,81
5,97000,69486.0555316702,54,83
NA,1000,5458.45184593863,55,1
NA,1000,5458.45184593863,55,3
NA,1000,5458.45184593863,55,43
NA,1000,5458.45184593863,55,57
NA,1000,5458.45184593863,55,135
NA,1000,5458.45184593863,56,33
NA,1000,5458.45184593863,56,35
6,152380.787037037,168652.145670481,1,41
4,139234.375,206260.560207943,5,39
NA,1000,5458.45184593863,6,3
NA,1000,5458.45184593863,6,53
NA,1000,5458.45184593863,8,29
66,12471936.3425926,675359.76820237,12,131
2,157958.333333333,803360.772192059,13,263
NA,1000,5458.45184593863,16,15
5,73250,171315.061647045,18,13
NA,1000,5458.45184593863,19,135
NA,1000,5458.45184593863,20,207
1,15625,232781.902240608,21,167
1,27000,232104.392091432,21,235
3,334125,741511.333633069,23,15
3,127000,198470.38627985,26,147
NA,1000,5458.45184593863,27,129
4,137798.032407407,209670.037432578,1,59
3,36186.9212962963,52481.688543879,5,7
NA,1000,5458.45184593863,6,69
NA,1000,5458.45184593863,19,41
2,167890.625,1546815.55499447,21,5
1,20796.875,306964.9620547,21,49
NA,1000,5458.45184593863,21,99
3,46875,170568.876539743,21,155
15,420366.319444444,173520.132043343,22,65
15,1360443.28703704,871231.853094406,22,125
3,357030.671296296,1738004.20025093,24,27
NA,1000,5458.45184593863,8,71
22,2056854.74537037,852421.754430914,13,271
NA,1000,5458.45184593863,17,155
7,600171.875,206948.912060291,36,25
NA,1000,5458.45184593863,38,85
25,3805321.75925926,340611.02848358,25,27
NA,1000,5458.45184593863,26,109
13,654328.125,444209.868000342,28,43
NA,1000,5458.45184593863,31,163
1,118853.587962963,892115.27339049,34,27
NA,1000,5458.45184593863,48,107
NA,1000,5458.45184593863,51,21
4,353495.37037037,2696803.79337144,51,199
NA,1000,5458.45184593863,54,11
NA,1000,5458.45184593863,29,19
NA,1000,5458.45184593863,30,33
NA,1000,5458.45184593863,35,29
7,553296.296296296,337942.33302836,36,71
5,207125,311607.574709207,37,23
3,76745.3703703704,192212.102659429,37,113
NA,1000,5458.45184593863,40,3
15,201968.171296296,27974.7978629285,40,89
1,64000,1641374.64901752,42,101
13,413832.75462963,271616.697608873,45,47
3,69625,157242.08332037,47,65
NA,1000,5458.45184593863,48,65
65,16831656.25,1086226.04376628,48,245
46,3800684.60648148,315891.798975965,48,339
NA,1000,5458.45184593863,49,13
6,667375,2702428.6146807,51,95
NA,1000,5458.45184593863,53,21
NA,1000,5458.45184593863,53,75
NA,1000,5458.45184593863,56,13
3,17625,50245.1237360381,39,69
NA,1000,5458.45184593863,41,15
NA,1000,5458.45184593863,41,35
15,1682405.6712963,417137.171298569,42,71
9,1427462.96296296,1305186.55571976,44,7
23,2263503.47222222,787245.848912644,45,67
NA,1000,5458.45184593863,46,41
NA,1000,5458.45184593863,46,117
7,108890.625,114047.855623521,47,45
2,74629.6296296296,380248.194013136,47,185
3,140271.990740741,353471.676620069,48,55
16,561520.833333333,159696.734287285,48,161
27,637197.337962963,89004.1246030886,48,289
15,382879.62962963,108296.640462527,48,423
NA,1000,5458.45184593863,49,17
2,168619.791666667,419108.782647704,50,17
3,261458.912037037,807073.494357939,51,59
1,8000,95082.9842949302,51,139
NA,1000,5458.45184593863,53,17
NA,1000,5458.45184593863,53,55
5,129021.990740741,183029.802833909,54,47
NA,1000,5458.45184593863,55,7
NA,1000,5458.45184593863,56,3
14,1112389.46759259,442590.200954341,1,85
4,67917.2453703704,102271.560035396,5,15
NA,1000,5458.45184593863,6,41
NA,1000,5458.45184593863,6,85
2,23625,129653.42221069,18,125
1,64000,396111.23493779,19,107
1,27000,245543.355735112,21,43
2,44240.162037037,164067.52255339,21,85
1,42875,420934.190781482,21,175
13,931578.125,448223.20890117,22,53
16,1156821.18055556,723161.092900179,22,91
7,210129.62962963,279914.712536274,24,37
NA,1000,5458.45184593863,8,33
NA,1000,5458.45184593863,8,97
19,1596485.53240741,320355.192548123,10,5
24,2192245.37037037,559526.563904455,12,89
11,483083.912037037,539942.680554053,13,79
3,111828.703703704,758611.64399375,13,265
8,130500,268522.94950545,17,185
2,2000,9901.74737670827,18,31
81,22229694.4444444,1215532.55332715,37,19
14,1397463.54166667,778904.790433735,37,69
1,15625,135875.564120003,37,111
NA,1000,5458.45184593863,26,3
NA,1000,5458.45184593863,26,73
NA,1000,5458.45184593863,29,41
NA,1000,5458.45184593863,29,175
NA,1000,5458.45184593863,30,15
NA,1000,5458.45184593863,30,47
NA,1000,5458.45184593863,32,3
NA,1000,5458.45184593863,35,51
NA,1000,5458.45184593863,48,103
NA,1000,5458.45184593863,48,173
10,217687.5,109701.783027454,48,223
67,16982445.6018519,765715.180477341,48,321
6,123000,79312.8761566102,51,15
8,1087041.66666667,1573309.76604954,51,97
3,619865.740740741,2242475.89462842,51,153
NA,1000,5458.45184593863,53,67
2,85750,350059.392319569,54,85
31,7624203.125,1313811.86163812,48,391
NA,1000,5458.45184593863,48,437
4,322118.634259259,406026.489265365,50,9
NA,1000,5458.45184593863,39,123
NA,1000,5458.45184593863,41,1
6,157359.375,128090.800568978,42,3
7,351521.990740741,329009.722364692,42,99
22,709513.310185185,118697.940789339,45,3
27,2570937.5,661212.238106625,45,35
23,1193994.21296296,420290.135686385,45,69
NA,1000,5458.45184593863,46,75
7,97875,122011.326294488,47,29
4,138796.296296296,441514.321089358,47,57
4,61625,113710.67396355,47,129
2,28328.7037037037,220605.564891218,47,173
25,3663296.875,1033744.21971737,1,61
19,1397376.73611111,526197.849552294,1,67
NA,1000,5458.45184593863,5,9
3,128625,281391.22304635,5,23
6,215046.875,223301.303134811,5,53
11,3354328.125,3313655.82144283,48,361
34,2498800.34722222,480601.016233088,48,407
9,221208.333333333,114972.057914706,48,467
3,213921.875,293869.289590893,40,11
9,172728.587962963,97974.8609335869,40,67
NA,1000,5458.45184593863,41,3
11,1149501.15740741,420579.441015591,42,133
26,2245997.10648148,442734.468713329,45,79
3,50328.125,185789.776740684,47,19
3,106912.037037037,274587.130331711,47,49
3,36328.7037037037,92423.5929715896,47,97
2,87962.9629629629,193936.589297469,48,23
1,91125,1173051.71024069,21,17
NA,1000,5458.45184593863,6,7
NA,1000,5458.45184593863,8,35
44,9896472.22222222,1889223.57833452,12,53
10,1048557.29166667,1835034.21357451,13,75
8,168000,446713.481041861,13,219
1,15625,101169.390625544,17,125
3,69625,154188.965106145,17,189
NA,1000,5458.45184593863,35,11
6,384703.703703704,114903.259397244,36,31
2,16000,55918.4270277547,40,27
1,125000,946614.293627171,42,97
41,3778656.8287037,526213.835671409,45,27
10,582666.666666667,474688.962364826,37,153
NA,1000,5458.45184593863,21,239
11,501994.791666667,325578.363137013,22,83
9,998037.037037037,931142.556551676,23,13
NA,1000,5458.45184593863,27,41
30,1651243.63425926,326676.058762662,28,157
NA,1000,5458.45184593863,30,23
4,101796.875,183127.368201859,48,91
NA,1000,5458.45184593863,48,179
NA,1000,5458.45184593863,48,421
NA,1000,5458.45184593863,48,483
4,239800.925925926,585936.231674289,51,47
3,57385.9953703704,253505.819516455,54,13
NA,1000,5458.45184593863,56,25
36,980837.962962963,174064.730370817,1,7
22,1148537.03703704,337506.916594803,1,11
18,362405.671296296,115173.111992699,1,21
6,133202.546296296,146213.6692275,1,27
8,163046.875,144229.984343641,1,29
15,458572.916666667,183698.985960002,1,37
28,1615468.75,225360.110898366,1,39
8,233557.87037037,201979.465557027,5,79
8,96229.1666666667,64127.9059485008,5,83
NA,1000,5458.45184593863,6,15
NA,1000,5458.45184593863,6,25
NA,1000,5458.45184593863,6,63
NA,1000,5458.45184593863,6,77
9,201646.990740741,120457.289539151,5,125
NA,1000,5458.45184593863,6,31
NA,1000,5458.45184593863,6,107
NA,1000,5458.45184593863,8,7
NA,1000,5458.45184593863,8,25
NA,1000,5458.45184593863,8,39
NA,1000,5458.45184593863,8,45
NA,1000,5458.45184593863,8,79
NA,1000,5458.45184593863,8,85
NA,1000,5458.45184593863,8,99
10,719859.375,614589.446821386,9,13
19,2449338.54166667,901329.119849816,12,3
40,7797882.57439632,1109477.82821041,12,15
30,2179613.42592593,575363.43789481,12,47
52,16779945.3065949,1547472.67577179,12,71
170,62378572.337963,780606.83932272,12,86
32,5832831.01851852,1118847.29962273,12,109
17,1500447.33796296,617884.150257605,12,115
24,1555000,765879.714002145,13,3
3,77875,477048.405288878,13,23
38,13707772.5694444,2959654.29225307,13,51
4,42625,133724.779954,13,55
25,2352254.62962963,689842.827119749,13,71
NA,1000,5458.45184593863,16,17
NA,1000,5458.45184593863,16,45
NA,1000,5458.45184593863,16,65
NA,1000,5458.45184593863,16,71
1,15625,286789.298314897,13,85
20,1676493.63425926,1017974.734086,13,95
1,27000,269677.560737103,13,111
14,1405734.9537037,1123896.26221769,13,155
3,103484.375,741829.934659122,13,171
5,136509.837962963,343972.899679305,13,223
3,46875,264287.758287237,13,227
9,517672.453703704,1450355.30142597,13,239
NA,1000,5458.45184593863,13,249
6,830197.916666667,2206371.10909611,13,253
7,465594.328703704,813623.622661239,13,293
NA,1000,5458.45184593863,16,43
37,2826566.55092593,344290.064311315,13,299
NA,1000,5458.45184593863,16,11
2,84745.3703703704,235134.612886987,17,163
1,101629.62962963,635663.07122604,17,177
NA,1000,5458.45184593863,17,187
9,157500,131052.711477383,17,193
1,15625,104214.497579847,17,203
1,8000,201498.061167297,18,43
2,2000,8756.83959017565,18,53
NA,1000,5458.45184593863,18,59
1,1000,9327.68764597152,18,69
1,46010.9953703704,295536.345140345,18,73
1,1000,5458.45184593863,18,3
9,44000,48618.8441206907,18,19
NA,1000,5458.45184593863,17,7
NA,1000,5458.45184593863,17,23
NA,1000,5458.45184593863,17,37
1,3375,28167.804693744,17,63
NA,1000,5458.45184593863,17,67
4,104875,164291.063179593,17,77
NA,1000,5458.45184593863,17,83
NA,1000,5458.45184593863,17,93
4,85250,125828.151812658,17,107
4,47250,50370.0209584365,17,117
2,6750,31818.2767420005,17,133
2,6750,28111.5063346451,17,147
NA,1000,5458.45184593863,19,35
NA,1000,5458.45184593863,19,59
NA,1000,5458.45184593863,19,69
NA,1000,5458.45184593863,19,75
NA,1000,5458.45184593863,19,89
NA,1000,5458.45184593863,19,99
NA,1000,5458.45184593863,19,105
NA,1000,5458.45184593863,19,115
NA,1000,5458.45184593863,19,119
1,15625,144325.300441595,18,87
NA,1000,5458.45184593863,18,91
1,52734.375,420975.983063882,18,99
NA,1000,5458.45184593863,18,103
8,71625,80643.834649076,18,105
2,2000,9007.07494009331,18,109
1,15625,139766.71515062,18,111
NA,1000,5458.45184593863,18,115
2,52058.4490740741,212456.667609559,18,121
1,8000,60965.3740522217,18,133
1,34328.125,248373.234343188,18,157
3,31625,167971.824925222,18,163
3,31625,101358.160927232,18,173
1,8000,85233.4259335057,18,183
NA,1000,5458.45184593863,19,3
NA,1000,5458.45184593863,19,19
5,23495.3703703704,37118.8795272648,20,103
5,46604.1666666667,57694.3795815694,20,107
1,27000,106059.81631121,20,115
NA,1000,5458.45184593863,20,131
NA,1000,5458.45184593863,20,201
2,87962.9629629629,909549.536272903,21,21
NA,1000,5458.45184593863,21,67
7,232628.472222222,175342.307507788,21,47
2,16000,284744.847964617,21,77
2,16000,39805.2749119961,20,145
NA,1000,5458.45184593863,20,151
2,16000,33065.6878766968,20,167
NA,1000,5458.45184593863,20,187
2,56313.0787037037,90357.2119660668,20,191
