"","state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
"3.39407",8,103,"Colorado","Rio Blanco County",3,6660,6352,59,75,23,11,5992,668
"3.39540",8,105,"Colorado","Rio Grande County",3,12020,11371,50,333,50,4,6886,5134
"3.39673",8,107,"Colorado","Routt County",3,23426,22703,110,130,162,17,21849,1577
"3.39806",8,109,"Colorado","Saguache County",3,6131,5740,31,186,48,1,3686,2445
"3.39939",8,111,"Colorado","San Juan County",3,708,683,0,2,8,0,619,89
"3.40072",8,113,"Colorado","San Miguel County",3,7356,7048,38,94,58,5,6722,634
"3.40205",8,115,"Colorado","Sedgwick County",3,2370,2300,8,15,23,0,2078,292
"3.40338",8,117,"Colorado","Summit County",3,28063,26960,264,148,296,22,24041,4022
"3.40471",8,119,"Colorado","Teller County",3,23456,22398,113,242,174,21,22132,1324
"3.40604",8,121,"Colorado","Washington County",3,4805,4689,30,8,18,4,4398,407
"3.40737",8,123,"Colorado","Weld County",3,254173,238445,2969,4242,3274,324,181985,72188
"3.40870",8,125,"Colorado","Yuma County",3,10016,9800,21,69,41,18,7933,2083
"3.41003",9,1,"Connecticut","Fairfield County",3,919506,746793,107313,4191,44390,1001,763297,156209
"3.41136",9,3,"Connecticut","Hartford County",3,895197,701132,130756,4039,39950,972,757527,137670
"3.41269",9,5,"Connecticut","Litchfield County",3,189742,180533,2922,501,3009,96,181143,8599
"3.41402",9,7,"Connecticut","Middlesex County",3,165625,149871,8139,305,4351,84,157700,7925
"3.41535",9,9,"Connecticut","New Haven County",3,863367,691469,118136,3859,31596,787,732763,130604
"3.41668",9,11,"Connecticut","New London County",3,274102,232584,17511,2903,11905,349,250669,23433
"3.41801",9,13,"Connecticut","Tolland County",3,153199,139438,5339,326,5373,121,146429,6770
"3.41934",9,15,"Connecticut","Windham County",3,118607,110679,3313,724,1446,89,107173,11434
"3.42067",10,1,"Delaware","Kent County",3,162954,113085,40063,1136,3422,140,153536,9418
"3.42200",10,3,"Delaware","New Castle County",3,538873,370046,131139,2177,24069,279,491704,47169
"3.42333",10,5,"Delaware","Sussex County",3,197904,163321,25818,2606,2091,274,180790,17114
"3.42466",11,1,"District of Columbia","District of Columbia",3,605210,253618,311016,3286,21977,794,549315,55895
"3.42599",12,1,"Florida","Alachua County",3,247680,176494,50793,846,13651,193,226821,20859
"3.42732",12,3,"Florida","Baker County",3,27072,22784,3678,80,148,5,26548,524
"3.42865",12,5,"Florida","Bay County",3,169294,141160,18506,1228,3467,184,161084,8210
"3.42998",12,7,"Florida","Bradford County",3,28544,21960,5905,104,160,15,27500,1044
"3.43131",12,9,"Florida","Brevard County",3,544029,460334,56340,2411,11828,664,499709,44320
"3.43264",12,11,"Florida","Broward County",3,1753576,1170619,482369,6140,60088,1628,1311157,442419
"3.43397",12,13,"Florida","Calhoun County",3,14635,12032,2008,173,84,18,13869,766
"3.43530",12,15,"Florida","Charlotte County",3,159927,145900,9277,459,2010,75,150652,9275
"3.43663",12,17,"Florida","Citrus County",3,141283,132629,4091,513,2083,44,134613,6670
"3.43796",12,19,"Florida","Clay County",3,191423,159901,19567,978,5790,255,176619,14804
"3.43929",12,21,"Florida","Collier County",3,322710,291775,21899,1591,3815,314,239004,83706
"3.44062",12,23,"Florida","Columbia County",3,67606,53473,11957,366,638,47,64316,3290
"3.44195",12,27,"Florida","DeSoto County",3,34916,29323,4595,374,220,60,24470,10446
"3.44328",12,29,"Florida","Dixie County",3,16409,14674,1396,69,58,2,15893,516
"3.44461",12,31,"Florida","Duval County",3,865842,543828,259070,3836,37089,972,799868,65974
"3.44594",12,33,"Florida","Escambia County",3,298110,208937,68987,2721,8397,480,283897,14213
"3.44727",12,35,"Florida","Flagler County",3,96053,80569,11287,297,2129,69,87728,8325
"3.44860",12,37,"Florida","Franklin County",3,11538,9662,1586,73,31,8,11007,531
"3.44993",12,39,"Florida","Gadsden County",3,47814,19950,26840,225,258,52,43272,4542
"3.45126",12,41,"Florida","Gilchrist County",3,16987,15713,912,96,57,12,16143,844
"3.45259",12,43,"Florida","Glades County",3,12939,10444,1643,677,63,2,10212,2727
"3.45392",12,45,"Florida","Gulf County",3,15817,12494,2941,67,48,4,15146,671
"3.45525",12,47,"Florida","Hamilton County",3,14672,9208,5060,119,81,1,13373,1299
"3.45658",12,49,"Florida","Hardee County",3,27767,24764,2038,314,317,15,15834,11933
"3.45791",12,51,"Florida","Hendry County",3,39044,31915,5463,880,341,55,19797,19247
"3.45924",12,53,"Florida","Hernando County",3,172947,158238,9216,684,1966,116,155066,17881
"3.46057",12,55,"Florida","Highlands County",3,98703,85498,9619,537,1538,74,81517,17186
"3.46190",12,57,"Florida","Hillsborough County",3,1234145,940711,213581,6072,44182,1476,925177,308968
"3.46323",12,59,"Florida","Holmes County",3,19861,18052,1154,164,98,25,19416,445
"3.46456",12,61,"Florida","Indian River County",3,138235,121451,12707,557,1730,59,122726,15509
"3.46589",12,63,"Florida","Jackson County",3,49618,34920,13222,357,250,82,47463,2155
"3.46722",12,65,"Florida","Jefferson County",3,14745,9124,5343,45,56,5,14195,550
"3.46855",12,67,"Florida","Lafayette County",3,8812,7269,1384,50,13,2,7739,1073
"3.46988",12,69,"Florida","Lake County",3,297910,254748,30183,1915,5792,373,261438,36472
"3.47121",12,71,"Florida","Lee County",3,620521,545447,53623,3171,9047,718,506615,113906
"3.47254",12,73,"Florida","Leon County",3,276063,176709,84635,836,8305,180,260505,15558
"3.47387",12,75,"Florida","Levy County",3,40716,35695,3876,209,268,28,37676,3040
"3.47520",12,77,"Florida","Liberty County",3,8343,6588,1502,106,27,7,7823,520
"3.47653",12,79,"Florida","Madison County",3,19255,11392,7484,113,51,1,18339,916
"3.47786",12,81,"Florida","Manatee County",3,323510,281893,29403,1674,5521,297,275327,48183
"3.47919",12,83,"Florida","Marion County",3,331527,277996,41901,1544,4695,229,295225,36302
"3.48052",12,85,"Florida","Martin County",3,146978,133800,8083,1489,1643,216,128995,17983
"3.48185",12,86,"Florida","Miami-Dade County",3,2508689,1946128,487223,6544,39754,1154,875790,1632899
"3.48318",12,87,"Florida","Monroe County",3,73226,66658,4282,310,824,76,58016,15210
"3.48451",12,89,"Florida","Nassau County",3,73543,66715,4768,335,685,59,71110,2433
"3.48584",12,91,"Florida","Okaloosa County",3,180751,149890,17185,1171,5562,419,168374,12377
"3.48717",12,93,"Florida","Okeechobee County",3,40039,35390,3278,487,392,40,30464,9575
"3.48850",12,95,"Florida","Orange County",3,1148953,804963,249674,6141,59990,2181,838174,310779
"3.48983",12,97,"Florida","Osceola County",3,269811,218538,33989,2019,8104,644,146473,123338
"3.49116",12,99,"Florida","Palm Beach County",3,1324241,1026593,235747,8506,32708,1327,1071239,253002
"3.49249",12,101,"Florida","Pasco County",3,465541,422826,21912,1937,10222,409,410337,55204
"3.49382",12,103,"Florida","Pinellas County",3,916701,770873,96847,3409,28049,1078,843085,73616
"3.49515",12,105,"Florida","Polk County",3,603359,486452,91741,3637,10378,643,496157,107202
"3.49648",12,107,"Florida","Putnam County",3,74221,59998,12152,442,467,60,67533,6688
"3.49781",12,109,"Florida","St. Johns County",3,191257,172609,10868,581,4078,153,181084,10173
"3.49914",12,111,"Florida","St. Lucie County",3,278268,212066,54696,1522,4630,239,231909,46359
"3.50047",12,113,"Florida","Santa Rosa County",3,152870,135291,8930,1352,2856,227,146203,6667
"3.50180",12,115,"Florida","Sarasota County",3,379952,350158,18521,1182,5105,201,349694,30258
"3.50313",12,117,"Florida","Seminole County",3,423012,346296,49110,1634,16330,404,349962,73050
"3.50446",12,119,"Florida","Sumter County",3,94287,83274,9094,405,649,54,88686,5601
"3.50579",12,121,"Florida","Suwannee County",3,42320,36036,5135,306,249,27,38662,3658
"3.50712",12,123,"Florida","Taylor County",3,22573,17195,4676,189,157,6,21792,781
"3.50845",12,125,"Florida","Union County",3,15537,11766,3471,64,36,2,14793,744
"3.50978",12,127,"Florida","Volusia County",3,494625,422435,53241,2091,8009,322,439203,55422
"3.51111",12,129,"Florida","Wakulla County",3,30853,25422,4497,201,177,26,29833,1020
"3.51244",12,131,"Florida","Walton County",3,55255,49693,3208,504,519,97,52317,2938
"3.51377",12,133,"Florida","Washington County",3,24760,20117,3671,330,135,20,24024,736
"3.51510",13,1,"Georgia","Appling County",3,18337,14433,3508,78,140,33,16619,1718
"3.51643",13,3,"Georgia","Atkinson County",3,8365,6525,1486,104,49,81,6323,2042
"3.51776",13,5,"Georgia","Bacon County",3,11090,9129,1738,36,48,13,10297,793
"3.51909",13,7,"Georgia","Baker County",3,3443,1751,1621,9,33,2,3291,152
"3.52042",13,9,"Georgia","Baldwin County",3,45685,25464,18908,126,670,21,44756,929
"3.52175",13,11,"Georgia","Banks County",3,18403,17477,441,87,183,21,17335,1068
"3.52308",13,13,"Georgia","Barrow County",3,69681,57413,8114,302,2443,46,63559,6122
"3.52441",13,15,"Georgia","Bartow County",3,100113,86498,10441,585,769,86,92422,7691
"3.52574",13,17,"Georgia","Ben Hill County",3,17639,11072,6140,93,131,7,16612,1027
"3.52707",13,19,"Georgia","Berrien County",3,19345,16887,2092,61,92,5,18446,899
"3.52840",13,21,"Georgia","Bibb County",3,155630,68729,81696,408,2694,189,151199,4431
"3.52973",13,23,"Georgia","Bleckley County",3,13054,9277,3532,16,116,3,12749,305
"3.53106",13,25,"Georgia","Brantley County",3,18465,17560,547,72,41,2,18115,350
"3.53239",13,27,"Georgia","Brooks County",3,16278,10204,5784,53,50,19,15419,859
"3.53372",13,29,"Georgia","Bryan County",3,30401,24654,4394,109,499,30,29018,1383
"3.53505",13,31,"Georgia","Bulloch County",3,70638,48393,19781,254,1069,74,68194,2444
"3.53638",13,33,"Georgia","Burke County",3,23360,11328,11600,53,82,21,22734,626
"3.53771",13,35,"Georgia","Butts County",3,23739,16750,6533,64,112,4,23118,621
"3.53904",13,37,"Georgia","Calhoun County",3,6712,2441,4140,22,34,19,6445,267
"3.54037",13,39,"Georgia","Camden County",3,50689,38276,9927,286,743,83,48032,2657
"3.54170",13,43,"Georgia","Candler County",3,11017,8132,2711,9,62,15,9797,1220
"3.54303",13,45,"Georgia","Carroll County",3,110704,86642,20374,528,953,73,103860,6844
"3.54436",13,47,"Georgia","Catoosa County",3,64020,60481,1460,242,829,50,62521,1499
"3.54569",13,49,"Georgia","Charlton County",3,12831,8624,3889,52,75,3,12460,371
"3.54702",13,51,"Georgia","Chatham County",3,265996,145436,107773,893,6577,344,251519,14477
"3.54835",13,53,"Georgia","Chattahoochee County",3,11179,8123,2178,102,284,85,9734,1445
"3.54968",13,55,"Georgia","Chattooga County",3,25980,22419,2947,82,110,72,24919,1061
"3.55101",13,57,"Georgia","Cherokee County",3,215216,193718,12736,1152,3718,212,194538,20678
"3.55234",13,59,"Georgia","Clarke County",3,117484,78158,31605,424,5039,143,105170,12314
"3.55367",13,61,"Georgia","Clay County",3,3160,1197,1920,9,10,1,3133,27
"3.55500",13,63,"Georgia","Clayton County",3,259824,64477,174903,1785,13311,312,224421,35403
"3.55633",13,65,"Georgia","Clinch County",3,6788,4730,1901,52,14,4,6541,247
"3.55766",13,67,"Georgia","Cobb County",3,689692,461972,177341,3476,31859,556,605019,84673
"3.55899",13,69,"Georgia","Coffee County",3,42738,30170,11617,158,322,20,38366,4372
"3.56032",13,71,"Georgia","Colquitt County",3,45648,33734,10473,587,336,65,37840,7808
"3.56165",13,73,"Georgia","Columbia County",3,124955,97241,18969,450,4966,233,118651,6304
"3.56298",13,75,"Georgia","Cook County",3,17226,12161,4710,49,128,9,16195,1031
"3.56431",13,77,"Georgia","Coweta County",3,127946,100452,22484,518,2061,110,119417,8529
"3.56564",13,79,"Georgia","Crawford County",3,12587,9503,2822,63,39,9,12280,307
"3.56697",13,81,"Georgia","Crisp County",3,23407,12842,10125,34,181,13,22650,757
"3.56830",13,83,"Georgia","Dade County",3,16630,16067,164,76,127,10,16324,306
"3.56963",13,85,"Georgia","Dawson County",3,22300,21631,135,87,131,12,21397,903
"3.57096",13,87,"Georgia","Decatur County",3,27821,15655,11527,200,160,27,26404,1417
"3.57229",13,89,"Georgia","DeKalb County",3,692574,257211,380848,4228,36675,562,625365,67209
"3.57362",13,91,"Georgia","Dodge County",3,21789,14852,6540,82,98,29,21050,739
"3.57495",13,93,"Georgia","Dooly County",3,14838,7198,7414,23,100,10,13970,868
"3.57628",13,95,"Georgia","Dougherty County",3,94530,28568,63793,235,762,177,92452,2078
"3.57761",13,97,"Georgia","Douglas County",3,132644,73927,53368,526,2046,205,121478,11166
"3.57894",13,99,"Georgia","Early County",3,10963,5374,5442,42,38,2,10786,177
"3.58027",13,101,"Georgia","Echols County",3,4027,3646,191,113,13,7,2837,1190
"3.58160",13,103,"Georgia","Effingham County",3,52446,43777,7146,181,447,32,50900,1546
"3.58293",13,105,"Georgia","Elbert County",3,20101,13748,5997,51,128,10,19137,964
"3.58426",13,107,"Georgia","Emanuel County",3,22609,14526,7638,85,163,7,21687,922
"3.58559",13,109,"Georgia","Evans County",3,11006,7417,3314,44,105,33,9565,1441
"3.58692",13,111,"Georgia","Fannin County",3,23688,23180,90,76,77,8,23249,439
"3.58825",13,113,"Georgia","Fayette County",3,106990,78296,21876,440,4311,95,100098,6892
"3.58958",13,115,"Georgia","Floyd County",3,96393,78649,13909,735,1324,248,87322,9071
"3.59091",13,117,"Georgia","Forsyth County",3,176737,157237,4829,863,11414,105,160021,16716
"3.59224",13,119,"Georgia","Franklin County",3,22066,19652,1874,54,148,9,21190,876
"3.59357",13,121,"Georgia","Fulton County",3,926149,438654,413646,3245,53449,426,853484,72665
"3.59490",13,123,"Georgia","Gilmer County",3,28306,27464,156,161,87,149,25578,2728
"3.59623",13,125,"Georgia","Glascock County",3,3064,2767,254,7,1,0,3029,35
"3.59756",13,127,"Georgia","Glynn County",3,79802,56047,21049,380,988,139,74666,5136
"3.59889",13,129,"Georgia","Gordon County",3,55204,51252,2129,304,562,215,47411,7793
"3.60022",13,131,"Georgia","Grady County",3,25047,16986,7285,279,133,57,22528,2519
"3.60155",13,133,"Georgia","Greene County",3,15992,9584,6126,66,55,16,15092,900
"3.60288",13,135,"Georgia","Gwinnett County",3,808374,495357,199053,7426,87884,829,645225,163149
"3.60421",13,137,"Georgia","Habersham County",3,43095,39444,1494,437,1010,123,37719,5376
"3.60554",13,139,"Georgia","Hall County",3,180034,158143,13941,1706,3448,366,132808,47226
"3.60687",13,141,"Georgia","Hancock County",3,9410,2276,6996,34,51,1,9269,141
"3.60820",13,143,"Georgia","Haralson County",3,28788,26827,1365,70,143,2,28460,328
"3.60953",13,145,"Georgia","Harris County",3,32167,25732,5576,116,297,20,31274,893
"3.61086",13,147,"Georgia","Hart County",3,25189,19902,4728,41,221,1,24393,796
"3.61219",13,149,"Georgia","Heard County",3,11851,10380,1180,50,58,3,11625,226
"3.61352",13,151,"Georgia","Henry County",3,205206,116479,77430,676,6271,168,193239,11967
"3.61485",13,153,"Georgia","Houston County",3,140721,92116,40774,585,3545,273,132108,8613
"3.61618",13,155,"Georgia","Irwin County",3,9601,6942,2511,2,70,0,9365,236
"3.61751",13,157,"Georgia","Jackson County",3,60777,54451,4187,172,1080,28,56997,3780
"3.61884",13,159,"Georgia","Jasper County",3,13885,10532,3065,62,38,1,13362,523
"3.62017",13,161,"Georgia","Jeff Davis County",3,15091,12529,2266,82,75,5,13491,1600
"3.62150",13,163,"Georgia","Jefferson County",3,16919,7465,9231,18,82,11,16404,515
"3.62283",13,165,"Georgia","Jenkins County",3,8321,4724,3417,34,45,20,7989,332
"3.62416",13,167,"Georgia","Johnson County",3,9973,6363,3491,22,22,3,9783,190
"3.62549",13,169,"Georgia","Jones County",3,28656,21082,7038,66,194,3,28344,312
"3.62682",13,171,"Georgia","Lamar County",3,18268,12193,5657,54,87,2,17925,343
"3.62815",13,173,"Georgia","Lanier County",3,10099,7297,2406,65,112,3,9619,480
"3.62948",13,175,"Georgia","Laurens County",3,48389,29866,17406,124,499,5,47230,1159
"3.63081",13,177,"Georgia","Lee County",3,28431,21976,5355,79,662,18,27860,571
"3.63214",13,179,"Georgia","Liberty County",3,62686,30966,27029,417,1281,418,56530,6156
"3.63347",13,181,"Georgia","Lincoln County",3,7991,5290,2573,27,33,1,7891,100
"3.63480",13,183,"Georgia","Long County",3,14679,10098,3801,116,127,53,12868,1811
"3.63613",13,185,"Georgia","Lowndes County",3,109700,65459,39809,539,1690,162,104405,5295
"3.63746",13,187,"Georgia","Lumpkin County",3,30309,29057,388,190,149,38,28951,1358
"3.63879",13,189,"Georgia","McDuffie County",3,21822,12664,8725,67,83,18,21344,478
"3.64012",13,191,"Georgia","McIntosh County",3,14307,8879,5154,68,45,11,14079,228
"3.64145",13,193,"Georgia","Macon County",3,14655,5361,8906,54,203,20,14127,528
"3.64278",13,195,"Georgia","Madison County",3,28155,25163,2412,82,190,2,27012,1143
"3.64411",13,197,"Georgia","Marion County",3,8747,5567,2897,61,82,28,8177,570
"3.64544",13,199,"Georgia","Meriwether County",3,21843,12816,8563,80,144,5,21491,352
"3.64677",13,201,"Georgia","Miller County",3,6155,4320,1731,15,28,0,6057,98
"3.64810",13,205,"Georgia","Mitchell County",3,23509,11764,11282,113,139,10,22478,1031
"3.64943",13,207,"Georgia","Monroe County",3,26469,19633,6255,89,218,5,25922,547
"3.65076",13,209,"Georgia","Montgomery County",3,9088,6515,2442,6,26,1,8607,481
"3.65209",13,211,"Georgia","Morgan County",3,17895,13274,4200,104,104,2,17393,502
"3.65342",13,213,"Georgia","Murray County",3,39548,38190,328,353,143,93,34396,5152
"3.65475",13,215,"Georgia","Muscogee County",3,191082,92294,88045,885,4331,510,178742,12340
"3.65608",13,217,"Georgia","Newton County",3,100160,55482,41574,320,972,46,95519,4641
"3.65741",13,219,"Georgia","Oconee County",3,32927,29696,1703,71,1075,15,31480,1447
"3.65874",13,221,"Georgia","Oglethorpe County",3,14910,11928,2611,42,66,7,14354,556
"3.66007",13,223,"Georgia","Paulding County",3,142763,113089,24960,509,1364,75,135432,7331
"3.66140",13,225,"Georgia","Peach County",3,27772,14231,12779,107,237,16,25878,1894
"3.66273",13,227,"Georgia","Pickens County",3,29458,28559,353,110,121,8,28642,816
"3.66406",13,229,"Georgia","Pierce County",3,18802,16701,1679,134,67,12,17900,902
"3.66539",13,231,"Georgia","Pike County",3,17918,15706,1862,55,61,1,17716,202
"3.66672",13,233,"Georgia","Polk County",3,41532,34962,5311,287,309,80,36604,4928
"3.66805",13,235,"Georgia","Pulaski County",3,11919,7823,3832,44,116,9,11449,470
"3.66938",13,237,"Georgia","Putnam County",3,21208,15177,5597,85,117,50,19845,1363
"3.67071",13,239,"Georgia","Quitman County",3,2505,1280,1207,6,2,0,2470,35
"3.67204",13,241,"Georgia","Rabun County",3,16258,15627,186,72,124,8,14950,1308
"3.67337",13,243,"Georgia","Randolph County",3,7672,2866,4732,5,25,1,7544,128
"3.67470",13,245,"Georgia","Richmond County",3,201015,81701,109917,806,3455,468,192684,8331
"3.67603",13,247,"Georgia","Rockdale County",3,85425,41489,40431,392,1581,82,77318,8107
"3.67736",13,249,"Georgia","Schley County",3,5021,3775,1174,4,39,0,4852,169
"3.67869",13,251,"Georgia","Screven County",3,14511,7981,6279,45,60,2,14332,179
"3.68002",13,253,"Georgia","Seminole County",3,8733,5671,2939,13,32,0,8524,209
"3.68135",13,255,"Georgia","Spalding County",3,64085,41022,21208,263,601,43,61606,2479
"3.68268",13,257,"Georgia","Stephens County",3,26155,22552,2856,95,187,16,25516,639
"3.68401",13,259,"Georgia","Stewart County",3,6110,2773,3169,30,57,1,4592,1518
"3.68534",13,261,"Georgia","Sumter County",3,32707,14772,16992,155,430,54,30980,1727
"3.68667",13,263,"Georgia","Talbot County",3,6834,2699,4044,23,10,0,6740,94
"3.68800",13,265,"Georgia","Taliaferro County",3,1708,659,1009,3,12,0,1669,39
"3.68933",13,267,"Georgia","Tattnall County",3,25491,17414,7551,145,105,31,22957,2534
"3.69066",13,269,"Georgia","Taylor County",3,8781,5232,3427,7,55,0,8615,166
"3.69199",13,271,"Georgia","Telfair County",3,16494,10096,6089,45,101,6,14437,2057
"3.69332",13,273,"Georgia","Terrell County",3,9525,3558,5796,40,29,14,9353,172
"3.69465",13,275,"Georgia","Thomas County",3,44742,27158,16537,219,333,19,43437,1305
"3.69598",13,277,"Georgia","Tift County",3,40246,27223,11901,154,545,21,36159,4087
"3.69731",13,279,"Georgia","Toombs County",3,27317,19707,6896,192,208,23,24219,3098
"3.69864",13,281,"Georgia","Towns County",3,10534,10352,45,31,54,3,10318,216
"3.69997",13,283,"Georgia","Treutlen County",3,6889,4552,2255,15,16,0,6780,109
"3.70130",13,285,"Georgia","Troup County",3,67154,42239,22609,234,1090,103,64962,2192
"3.70263",13,287,"Georgia","Turner County",3,8944,5001,3811,33,44,4,8651,293
"3.70396",13,289,"Georgia","Twiggs County",3,8965,5112,3702,31,14,1,8836,129
"3.70529",13,291,"Georgia","Union County",3,21324,20787,114,90,78,4,20802,522
"3.70662",13,293,"Georgia","Upson County",3,27067,18890,7626,98,136,13,26468,599
