"","state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
"5.380191",51,79,"Virginia","Greene County",5,18807,16816,1239,57,287,6,17957,850
"5.380324",51,81,"Virginia","Greensville County",5,11824,4580,7059,31,61,1,11618,206
"5.380457",51,83,"Virginia","Halifax County",5,35774,22005,13095,107,168,7,35131,643
"5.380590",51,85,"Virginia","Hanover County",5,100432,87391,9630,434,1454,52,98042,2390
"5.380723",51,87,"Virginia","Henrico County",5,315431,189907,94165,1193,23390,185,299137,16294
"5.380856",51,89,"Virginia","Henry County",5,52824,39935,11577,167,272,13,50154,2670
"5.380989",51,91,"Virginia","Highland County",5,2249,2227,9,5,3,0,2227,22
"5.381122",51,93,"Virginia","Isle of Wight County",5,35380,25609,8658,157,313,14,34588,792
"5.381255",51,95,"Virginia","James City County",5,69532,56438,9386,241,1673,67,65946,3586
"5.381388",51,97,"Virginia","King and Queen County",5,7068,4888,1886,116,27,1,6829,239
"5.381521",51,99,"Virginia","King George County",5,24608,19029,4346,145,320,19,23589,1019
"5.381654",51,101,"Virginia","King William County",5,15977,12452,2795,228,130,5,15630,347
"5.381787",51,103,"Virginia","Lancaster County",5,11230,7912,3100,22,78,0,11057,173
"5.381920",51,105,"Virginia","Lee County",5,25539,24160,993,104,62,9,25104,435
"5.382053",51,107,"Virginia","Loudoun County",5,338165,244545,25849,1547,54206,429,294247,43918
"5.382186",51,109,"Virginia","Louisa County",5,33517,26767,5695,137,163,16,32700,817
"5.382319",51,111,"Virginia","Lunenburg County",5,12599,7995,4290,51,34,21,12110,489
"5.382452",51,113,"Virginia","Madison County",5,13207,11499,1286,33,76,4,12941,266
"5.382585",51,115,"Virginia","Mathews County",5,8921,7876,797,23,45,6,8758,163
"5.382718",51,117,"Virginia","Mecklenburg County",5,31758,19585,11305,90,268,17,30965,793
"5.382851",51,119,"Virginia","Middlesex County",5,10827,8614,1938,43,48,5,10623,204
"5.382984",51,121,"Virginia","Montgomery County",5,95651,83927,3856,284,5479,57,92878,2773
"5.383117",51,125,"Virginia","Nelson County",5,14807,12520,1873,62,81,5,14321,486
"5.383250",51,127,"Virginia","New Kent County",5,19132,15738,2603,188,186,4,18677,455
"5.383383",51,131,"Virginia","Northampton County",5,12237,7435,4457,31,97,25,11295,942
"5.383516",51,133,"Virginia","Northumberland County",5,12354,9025,3102,28,38,11,11940,414
"5.383649",51,135,"Virginia","Nottoway County",5,15776,9149,6245,97,60,15,15165,611
"5.383782",51,137,"Virginia","Orange County",5,34187,28366,4479,129,314,33,32881,1306
"5.383915",51,139,"Virginia","Page County",5,23872,22987,494,53,90,8,23462,410
"5.384048",51,141,"Virginia","Patrick County",5,18403,17006,1073,77,52,8,17933,470
"5.384181",51,143,"Virginia","Pittsylvania County",5,62898,47998,13760,170,240,19,61444,1454
"5.384314",51,145,"Virginia","Powhatan County",5,28116,23838,3712,84,153,8,27585,531
"5.384447",51,147,"Virginia","Prince Edward County",5,23211,14740,7731,80,258,19,22663,548
"5.384580",51,149,"Virginia","Prince George County",5,37036,22909,12044,281,654,124,34562,2474
"5.384713",51,153,"Virginia","Prince William County",5,431226,281442,91712,4738,34625,839,340443,90783
"5.384846",51,155,"Virginia","Pulaski County",5,34747,32167,1791,73,196,8,34271,476
"5.384979",51,157,"Virginia","Rappahannock County",5,7430,6904,333,17,49,3,7196,234
"5.385112",51,159,"Virginia","Richmond County",5,9052,6075,2739,38,52,3,8520,532
"5.385245",51,161,"Virginia","Roanoke County",5,93031,83415,5112,164,2857,31,90718,2313
"5.385378",51,163,"Virginia","Rockbridge County",5,22392,21198,626,120,115,3,22071,321
"5.385511",51,165,"Virginia","Rockingham County",5,77375,73903,1451,435,528,27,72986,4389
"5.385644",51,167,"Virginia","Russell County",5,28426,27854,266,62,59,1,28129,297
"5.385777",51,169,"Virginia","Scott County",5,22801,22374,164,54,44,16,22514,287
"5.385910",51,171,"Virginia","Shenandoah County",5,42641,40636,916,174,278,18,39856,2785
"5.386043",51,173,"Virginia","Smyth County",5,31863,30677,677,48,120,6,31272,591
"5.386176",51,175,"Virginia","Southampton County",5,18417,11229,6801,77,51,6,18185,232
"5.386309",51,177,"Virginia","Spotsylvania County",5,126137,98546,19915,507,3086,184,116015,10122
"5.386442",51,179,"Virginia","Stafford County",5,134374,100741,23600,831,4132,204,120923,13451
"5.386575",51,181,"Virginia","Surry County",5,6840,3601,3073,28,25,2,6738,102
"5.386708",51,183,"Virginia","Sussex County",5,11941,4823,6904,43,48,0,11654,287
"5.386841",51,185,"Virginia","Tazewell County",5,44248,42025,1428,60,306,7,43889,359
"5.386974",51,187,"Virginia","Warren County",5,37963,34836,1818,153,387,18,36574,1389
"5.387107",51,191,"Virginia","Washington County",5,55073,53478,776,118,272,19,54299,774
"5.387240",51,193,"Virginia","Westmoreland County",5,17497,11974,4873,126,120,7,16443,1054
"5.387373",51,195,"Virginia","Wise County",5,40828,38119,2068,65,155,3,40327,501
"5.387506",51,197,"Virginia","Wythe County",5,29351,27917,871,50,154,6,29037,314
"5.387639",51,199,"Virginia","York County",5,65746,50959,8744,312,3501,103,62407,3339
"5.387772",51,510,"Virginia","Alexandria city",5,146934,98528,32844,1162,9705,247,122665,24269
"5.387905",51,520,"Virginia","Bristol city",5,17724,16178,983,69,156,4,17428,296
"5.388038",51,530,"Virginia","Buena Vista city",5,6768,6165,350,67,34,22,6620,148
"5.388171",51,540,"Virginia","Charlottesville city",5,44521,31398,8582,160,2993,39,42329,2192
"5.388304",51,550,"Virginia","Chesapeake city",5,228188,144297,68572,1025,7177,258,217136,11052
"5.388437",51,570,"Virginia","Colonial Heights city",5,17510,14322,2093,93,573,33,16668,842
"5.388570",51,580,"Virginia","Covington city",5,5821,4891,741,18,39,0,5681,140
"5.388703",51,590,"Virginia","Danville city",5,42786,20524,21043,141,470,14,41479,1307
"5.388836",51,595,"Virginia","Emporia city",5,5704,1902,3647,24,63,4,5422,282
"5.388969",51,600,"Virginia","Fairfax city",5,23461,17528,1249,190,3710,29,19633,3828
"5.389102",51,610,"Virginia","Falls Church city",5,13136,10684,639,50,1225,9,11861,1275
"5.389235",51,620,"Virginia","Franklin city",5,8494,3351,4840,32,71,3,8325,169
"5.389368",51,630,"Virginia","Fredericksburg city",5,27113,18665,6424,205,824,27,24185,2928
"5.389501",51,640,"Virginia","Galax city",5,6921,6253,448,21,41,20,5939,982
"5.389634",51,650,"Virginia","Hampton city",5,136843,59908,68078,707,3212,190,129945,6898
"5.389767",51,660,"Virginia","Harrisonburg city",5,51224,43390,4098,336,2039,111,42405,8819
"5.389900",51,670,"Virginia","Hopewell city",5,22322,12685,8648,102,213,40,20849,1473
"5.390033",51,678,"Virginia","Lexington city",5,7032,5989,671,18,200,5,6751,281
"5.390166",51,680,"Virginia","Lynchburg city",5,77788,51089,22380,328,2295,65,75261,2527
"5.390299",51,683,"Virginia","Manassas city",5,40742,30264,6189,488,2254,81,27592,13150
"5.390432",51,685,"Virginia","Manassas Park city",5,15079,10566,2254,205,1458,45,9945,5134
"5.390565",51,690,"Virginia","Martinsville city",5,13747,7088,6200,44,140,5,13159,588
"5.390698",51,700,"Virginia","Newport News city",5,180487,92086,74662,1007,5425,415,166095,14392
"5.390831",51,710,"Virginia","Norfolk city",5,246150,121132,106061,1613,8693,548,228651,17499
"5.390964",51,720,"Virginia","Norton city",5,4049,3625,266,10,56,1,3941,108
"5.391097",51,730,"Virginia","Petersburg city",5,32167,5817,25250,114,330,48,30892,1275
"5.391230",51,735,"Virginia","Poquoson city",5,12134,11516,127,43,278,5,11858,276
"5.391363",51,740,"Virginia","Portsmouth city",5,96546,40551,51575,466,1205,150,93240,3306
"5.391496",51,750,"Virginia","Radford city",5,16766,14508,1433,30,386,6,16306,460
"5.391629",51,760,"Virginia","Richmond city",5,211526,93449,106826,1300,4937,525,198043,13483
"5.391762",51,770,"Virginia","Roanoke city",5,97879,64580,28231,364,2010,67,92308,5571
"5.391895",51,775,"Virginia","Salem city",5,25053,22246,1822,79,491,8,24312,741
"5.392028",51,790,"Virginia","Staunton city",5,23921,20172,2888,60,238,8,23308,613
"5.392161",51,800,"Virginia","Suffolk city",5,85183,44857,36570,324,1428,76,82369,2814
"5.392294",51,810,"Virginia","Virginia Beach city",5,445769,308381,88961,2052,28879,723,413728,32041
"5.392427",51,820,"Virginia","Waynesboro city",5,21105,17743,2430,83,187,6,19724,1381
"5.392560",51,830,"Virginia","Williamsburg city",5,14617,11059,2174,53,878,10,13602,1015
"5.392693",51,840,"Virginia","Winchester city",5,27178,22429,3023,211,723,17,22734,4444
"5.392826",53,1,"Washington","Adams County",5,18914,17253,233,928,231,9,7397,11517
"5.392959",53,3,"Washington","Asotin County",5,21873,20755,111,336,166,34,21126,747
"5.393092",53,5,"Washington","Benton County",5,182396,166728,2835,2189,5324,339,147231,35165
"5.393225",53,7,"Washington","Chelan County",5,73670,69386,527,1323,767,163,53850,19820
"5.393358",53,9,"Washington","Clallam County",5,71848,63345,716,3968,1117,120,67862,3986
"5.393491",53,11,"Washington","Clark County",5,437505,384487,9235,4608,19348,3302,401992,35513
"5.393624",53,13,"Washington","Columbia County",5,4001,3780,21,65,31,15,3754,247
"5.393757",53,15,"Washington","Cowlitz County",5,101777,93773,838,1978,1628,293,93564,8213
"5.393890",53,17,"Washington","Douglas County",5,39325,36928,254,777,410,99,27686,11639
"5.394023",53,19,"Washington","Ferry County",5,7719,5930,36,1298,76,12,7417,302
"5.394156",53,21,"Washington","Franklin County",5,85831,78232,2318,1266,1801,326,42073,43758
"5.394289",53,23,"Washington","Garfield County",5,2225,2127,2,7,42,0,2126,99
"5.394422",53,25,"Washington","Grant County",5,91688,85085,1611,1810,1028,124,55651,36037
"5.394555",53,27,"Washington","Grays Harbor County",5,71705,63166,932,3819,1055,220,65003,6702
"5.394688",53,29,"Washington","Island County",5,79230,68876,2091,754,3668,405,74254,4976
"5.394821",53,31,"Washington","Jefferson County",5,29823,27280,296,684,530,66,28867,956
"5.394954",53,33,"Washington","King County",5,2008526,1429605,133115,21300,313398,16187,1824538,183988
"5.395087",53,35,"Washington","Kitsap County",5,254659,213028,7564,4516,13198,2494,236998,17661
"5.395220",53,37,"Washington","Kittitas County",5,41638,38463,490,472,923,93,38178,3460
"5.395353",53,39,"Washington","Klickitat County",5,20613,19177,101,564,149,37,18227,2386
"5.395486",53,41,"Washington","Lewis County",5,75532,70427,545,1409,720,175,68595,6937
"5.395619",53,43,"Washington","Lincoln County",5,10437,9898,28,189,55,6,10144,293
"5.395752",53,45,"Washington","Mason County",5,60751,53978,796,2665,769,257,55568,5183
"5.395885",53,47,"Washington","Okanogan County",5,41218,34206,287,5109,338,76,33582,7636
"5.396018",53,49,"Washington","Pacific County",5,20563,18622,166,579,443,25,18793,1770
"5.396151",53,51,"Washington","Pend Oreille County",5,12998,11933,75,527,81,16,12540,458
"5.396284",53,53,"Washington","Pierce County",5,812363,624061,58879,13571,51333,11570,733719,78644
"5.396417",53,55,"Washington","San Juan County",5,15792,14982,92,132,206,18,14894,898
"5.396550",53,57,"Washington","Skagit County",5,118005,107781,1053,3168,2393,325,97547,20458
"5.396683",53,59,"Washington","Skamania County",5,11151,10451,59,204,111,12,10526,625
"5.396816",53,61,"Washington","Snohomish County",5,732942,594409,21403,11520,70582,3725,664547,68395
"5.396949",53,63,"Washington","Spokane County",5,475704,428908,8748,8168,10659,2027,452350,23354
"5.397082",53,65,"Washington","Stevens County",5,43610,39166,209,2481,274,85,42282,1328
"5.397215",53,67,"Washington","Thurston County",5,258713,216725,8188,4279,14227,2336,238663,20050
"5.397348",53,69,"Washington","Wahkiakum County",5,3984,3764,12,61,33,9,3851,133
"5.397481",53,71,"Washington","Walla Walla County",5,59458,55008,1133,770,958,176,47150,12308
"5.397614",53,73,"Washington","Whatcom County",5,204827,179969,2389,6526,8164,582,187550,17277
"5.397747",53,75,"Washington","Whitman County",5,46590,39751,944,342,3674,152,44196,2394
"5.397880",53,77,"Washington","Yakima County",5,246721,217745,3522,14883,3403,526,132016,114705
"5.398013",54,1,"West Virginia","Barbour County",5,16860,16322,153,91,41,4,16739,121
"5.398146",54,3,"West Virginia","Berkeley County",5,107062,95045,7845,297,1062,53,102927,4135
"5.398279",54,5,"West Virginia","Boone County",5,24397,24045,142,36,24,1,24286,111
"5.398412",54,7,"West Virginia","Braxton County",5,14485,14200,72,45,32,4,14405,80
"5.398545",54,9,"West Virginia","Brooke County",5,23791,23041,338,26,99,3,23614,177
"5.398678",54,11,"West Virginia","Cabell County",5,96935,88700,4903,205,1095,39,95702,1233
"5.398811",54,13,"West Virginia","Calhoun County",5,7591,7468,20,20,14,2,7513,78
"5.398944",54,15,"West Virginia","Clay County",5,9251,9122,12,20,6,2,9204,47
"5.399077",54,17,"West Virginia","Doddridge County",5,8220,7952,126,24,22,4,8163,57
"5.399210",54,19,"West Virginia","Fayette County",5,45898,42925,2151,106,103,8,45455,443
"5.399343",54,21,"West Virginia","Gilmer County",5,8778,7373,1132,76,58,14,8256,522
"5.399476",54,23,"West Virginia","Grant County",5,11841,11599,98,18,23,2,11702,139
"5.399609",54,25,"West Virginia","Greenbrier County",5,35806,33951,978,144,146,11,35335,471
"5.399742",54,27,"West Virginia","Hampshire County",5,23678,23027,273,49,65,12,23410,268
"5.399875",54,29,"West Virginia","Hancock County",5,30328,29039,722,39,96,5,29997,331
"5.400008",54,31,"West Virginia","Hardy County",5,13870,13156,381,28,169,2,13408,462
"5.400141",54,33,"West Virginia","Harrison County",5,69148,66410,1151,156,387,20,68208,940
"5.400274",54,35,"West Virginia","Jackson County",5,29280,28726,112,60,87,10,29067,213
"5.400407",54,37,"West Virginia","Jefferson County",5,54566,48494,3647,174,904,41,51744,2822
"5.400540",54,39,"West Virginia","Kanawha County",5,192152,171365,14342,381,2050,46,190184,1968
"5.400673",54,41,"West Virginia","Lewis County",5,16426,16047,100,37,60,2,16291,135
"5.400806",54,43,"West Virginia","Lincoln County",5,21638,21389,45,25,27,0,21511,127
"5.400939",54,45,"West Virginia","Logan County",5,36336,35061,818,37,113,1,36028,308
"5.401072",54,47,"West Virginia","McDowell County",5,21314,19064,1944,36,32,0,21199,115
"5.401205",54,49,"West Virginia","Marion County",5,56787,53531,1988,129,300,7,56174,613
"5.401338",54,51,"West Virginia","Marshall County",5,32684,31983,204,68,127,3,32387,297
"5.401471",54,53,"West Virginia","Mason County",5,27222,26564,205,46,105,13,27080,142
"5.401604",54,55,"West Virginia","Mercer County",5,62358,57049,3866,140,327,3,61797,561
"5.401737",54,57,"West Virginia","Mineral County",5,27933,26593,811,44,118,1,27700,233
"5.401870",54,59,"West Virginia","Mingo County",5,26122,25281,476,20,77,5,25965,157
"5.402003",54,61,"West Virginia","Monongalia County",5,100531,91610,3744,184,3154,60,98534,1997
"5.402136",54,63,"West Virginia","Monroe County",5,13492,13144,100,36,20,3,13403,89
"5.402269",54,65,"West Virginia","Morgan County",5,17433,16950,131,65,57,4,17225,208
"5.402402",54,67,"West Virginia","Nicholas County",5,26252,25736,69,96,89,7,26087,165
"5.402535",54,69,"West Virginia","Ohio County",5,44056,41151,1621,64,362,9,43602,454
"5.402668",54,71,"West Virginia","Pendleton County",5,7532,7230,174,19,14,1,7445,87
"5.402801",54,73,"West Virginia","Pleasants County",5,7592,7381,107,14,14,0,7527,65
"5.402934",54,75,"West Virginia","Pocahontas County",5,8697,8485,81,23,10,2,8592,105
"5.403067",54,77,"West Virginia","Preston County",5,33910,33092,395,77,61,11,33631,279
"5.403200",54,79,"West Virginia","Putnam County",5,56589,54767,576,148,465,26,56042,547
"5.403333",54,81,"West Virginia","Raleigh County",5,79122,70330,6475,217,752,26,78024,1098
"5.403466",54,83,"West Virginia","Randolph County",5,29420,28576,400,79,101,3,29194,226
"5.403599",54,85,"West Virginia","Ritchie County",5,10269,10124,34,16,14,1,10193,76
"5.403732",54,87,"West Virginia","Roane County",5,14710,14443,43,34,48,7,14580,130
"5.403865",54,89,"West Virginia","Summers County",5,13761,12804,687,46,31,3,13541,220
"5.403998",54,91,"West Virginia","Taylor County",5,16984,16539,163,42,68,1,16821,163
"5.404131",54,93,"West Virginia","Tucker County",5,6941,6833,23,22,14,2,6887,54
"5.404264",54,95,"West Virginia","Tyler County",5,9033,8917,26,18,13,0,8980,53
"5.404397",54,97,"West Virginia","Upshur County",5,24506,23908,194,57,99,3,24242,264
"5.404530",54,99,"West Virginia","Wayne County",5,41672,40953,136,117,105,8,41435,237
"5.404663",54,101,"West Virginia","Webster County",5,9016,8867,26,6,15,1,8977,39
"5.404796",54,103,"West Virginia","Wetzel County",5,16420,16171,50,16,61,4,16318,102
"5.404929",54,105,"West Virginia","Wirt County",5,5806,5696,14,14,12,1,5757,49
"5.405062",54,107,"West Virginia","Wood County",5,86561,83594,992,204,506,33,85753,808
"5.405195",54,109,"West Virginia","Wyoming County",5,23251,22810,132,40,25,4,23134,117
"5.405328",55,1,"Wisconsin","Adams County",5,20528,19305,640,227,102,12,19772,756
"5.405461",55,3,"Wisconsin","Ashland County",5,15907,13444,70,1791,64,6,15550,357
"5.405594",55,5,"Wisconsin","Barron County",5,45777,44098,463,420,270,6,44772,1005
"5.405727",55,7,"Wisconsin","Bayfield County",5,15090,13029,72,1537,47,2,14885,205
"5.405860",55,9,"Wisconsin","Brown County",5,253014,225995,6363,7704,7647,209,233546,19468
"5.405993",55,11,"Wisconsin","Buffalo County",5,13332,13088,55,38,32,0,13070,262
"5.406126",55,13,"Wisconsin","Burnett County",5,15357,14112,89,736,55,3,15119,238
"5.406259",55,15,"Wisconsin","Calumet County",5,49704,47511,270,225,1090,27,47843,1861
"5.406392",55,17,"Wisconsin","Chippewa County",5,63051,60143,1013,354,878,23,62200,851
"5.406525",55,19,"Wisconsin","Clark County",5,34465,33686,138,241,145,15,33094,1371
"5.406658",55,21,"Wisconsin","Columbia County",5,56461,54338,817,351,326,34,54943,1518
"5.406791",55,23,"Wisconsin","Crawford County",5,16531,15978,314,41,70,5,16360,171
"5.406924",55,25,"Wisconsin","Dane County",5,503293,435190,27363,2364,26111,256,472572,30721
"5.407057",55,27,"Wisconsin","Dodge County",5,88576,84299,2523,437,501,54,84789,3787
"5.407190",55,29,"Wisconsin","Door County",5,27710,26943,179,176,117,4,26982,728
"5.407323",55,31,"Wisconsin","Douglas County",5,43816,40847,522,878,368,7,43261,555
"5.407456",55,33,"Wisconsin","Dunn County",5,43930,41711,270,188,1235,16,43247,683
"5.407589",55,35,"Wisconsin","Eau Claire County",5,100840,93970,986,582,3610,48,98743,2097
"5.407722",55,37,"Wisconsin","Florence County",5,4472,4343,19,28,16,1,4427,45
"5.407855",55,39,"Wisconsin","Fond du Lac County",5,101702,97191,1439,555,1226,37,97075,4627
"5.407988",55,41,"Wisconsin","Forest County",5,9183,7542,89,1284,21,11,9014,169
"5.408121",55,43,"Wisconsin","Grant County",5,50991,49472,623,126,386,8,50355,636
"5.408254",55,45,"Wisconsin","Green County",5,36881,36041,181,87,224,12,35843,1038
"5.408387",55,47,"Wisconsin","Green Lake County",5,19075,18624,117,76,118,5,18211,864
"5.408520",55,49,"Wisconsin","Iowa County",5,23766,23249,109,39,144,5,23384,382
"5.408653",55,51,"Wisconsin","Iron County",5,5938,5794,11,47,18,0,5901,37
"5.408786",55,53,"Wisconsin","Jackson County",5,20477,18265,425,1382,60,20,19870,607
"5.408919",55,55,"Wisconsin","Jefferson County",5,84408,81680,784,354,634,23,78671,5737
"5.409052",55,57,"Wisconsin","Juneau County",5,26746,25285,617,412,130,15,26002,744
"5.409185",55,59,"Wisconsin","Kenosha County",5,167352,147468,11882,1209,2650,158,146905,20447
"5.409318",55,61,"Wisconsin","Kewaunee County",5,20618,20150,85,113,75,9,20127,491
"5.409451",55,63,"Wisconsin","La Crosse County",5,116831,107636,1684,549,5080,34,114917,1914
"5.409584",55,65,"Wisconsin","Lafayette County",5,16872,16540,56,104,68,2,16284,588
"5.409717",55,67,"Wisconsin","Langlade County",5,19729,19031,116,260,73,1,19333,396
"5.409850",55,69,"Wisconsin","Lincoln County",5,28472,27676,255,121,135,11,28108,364
"5.409983",55,71,"Wisconsin","Manitowoc County",5,80816,76720,552,538,2116,25,78157,2659
"5.410116",55,73,"Wisconsin","Marathon County",5,134689,123670,1037,742,7509,52,131401,3288
"5.410249",55,75,"Wisconsin","Marinette County",5,41488,40338,169,281,250,11,40885,603
"5.410382",55,77,"Wisconsin","Marquette County",5,15186,14796,87,101,76,0,14767,419
"5.410515",55,78,"Wisconsin","Menominee County",5,4373,521,30,3698,46,1,4136,237
"5.410648",55,79,"Wisconsin","Milwaukee County",5,954521,625671,259928,8840,35774,435,822896,131625
"5.410781",55,81,"Wisconsin","Monroe County",5,45087,42965,616,550,348,37,43367,1720
"5.410914",55,83,"Wisconsin","Oconto County",5,37420,36277,111,529,126,7,36822,598
"5.411047",55,85,"Wisconsin","Oneida County",5,35746,34537,177,361,192,8,35294,452
"5.411180",55,87,"Wisconsin","Outagamie County",5,178877,165175,1996,3231,5738,108,172062,6815
"5.411313",55,89,"Wisconsin","Ozaukee County",5,87030,82761,1263,243,1751,31,84848,2182
"5.411446",55,91,"Wisconsin","Pepin County",5,7387,7259,34,21,23,2,7295,92
"5.411579",55,93,"Wisconsin","Pierce County",5,40674,39348,243,170,360,11,39952,722
"5.411712",55,95,"Wisconsin","Polk County",5,43525,42190,141,476,200,9,42830,695
"5.411845",55,97,"Wisconsin","Portage County",5,70481,66799,457,306,2029,20,68476,2005
"5.411978",55,99,"Wisconsin","Price County",5,13870,13456,59,64,80,55,13685,185
"5.412111",55,101,"Wisconsin","Racine County",5,194683,164554,22551,1089,2342,109,171251,23432
"5.412244",55,103,"Wisconsin","Richland County",5,17799,17370,100,65,105,5,17400,399
"5.412377",55,105,"Wisconsin","Rock County",5,160271,146116,8174,798,1775,94,147645,12626
"5.412510",55,107,"Wisconsin","Rusk County",5,14302,13947,81,70,52,1,14101,201
"5.412643",55,109,"Wisconsin","St. Croix County",5,85220,82236,599,391,881,29,83411,1809
"5.412776",55,111,"Wisconsin","Sauk County",5,62540,60106,428,881,401,17,59654,2886
"5.412909",55,113,"Wisconsin","Sawyer County",5,16540,13087,92,2810,50,0,16218,322
"5.413042",55,115,"Wisconsin","Shawano County",5,41603,37112,159,3287,199,17,40611,992
"5.413175",55,117,"Wisconsin","Sheboygan County",5,114952,105384,1882,546,5565,51,108321,6631
"5.413308",55,119,"Wisconsin","Taylor County",5,20474,20125,76,54,60,11,20141,333
"5.413441",55,121,"Wisconsin","Trempealeau County",5,29371,28681,115,159,157,16,27567,1804
"5.413574",55,123,"Wisconsin","Vernon County",5,30203,29624,110,65,111,7,29739,464
"5.413707",55,125,"Wisconsin","Vilas County",5,21281,18500,58,2386,64,5,20949,332
"5.413840",55,127,"Wisconsin","Walworth County",5,103052,99185,1177,452,999,57,92018,11034
"5.413973",55,129,"Wisconsin","Washburn County",5,15835,15235,65,212,85,5,15581,254
"5.414106",55,131,"Wisconsin","Washington County",5,132581,127783,1333,484,1516,47,128840,3741
"5.414239",55,133,"Wisconsin","Waukesha County",5,392623,369530,5211,1160,11820,207,375290,17333
"5.414372",55,135,"Wisconsin","Waupaca County",5,52028,50843,198,314,238,9,50593,1435
"5.414505",55,137,"Wisconsin","Waushara County",5,24477,23396,502,190,115,16,22978,1499
"5.414638",55,139,"Wisconsin","Winnebago County",5,168634,157392,3275,1179,4271,82,162446,6188
"5.414771",55,141,"Wisconsin","Wood County",5,74354,71047,502,664,1403,16,72508,1846
"5.414904",56,1,"Wyoming","Albany County",5,37363,34369,612,359,1174,27,33994,3369
"5.415037",56,3,"Wyoming","Big Horn County",5,11778,11322,112,148,49,2,10760,1018
"5.415170",56,5,"Wyoming","Campbell County",5,47897,45661,412,717,262,33,44034,3863
"5.415303",56,7,"Wyoming","Carbon County",5,15679,14814,223,241,136,12,12961,2718
"5.415436",56,9,"Wyoming","Converse County",5,14005,13458,134,139,56,10,13011,994
"5.415569",56,11,"Wyoming","Crook County",5,7139,6904,83,53,12,0,6964,175
"5.415702",56,13,"Wyoming","Fremont County",5,41125,30831,324,8691,186,18,38457,2668
"5.415835",56,15,"Wyoming","Goshen County",5,13670,13149,165,137,65,16,12229,1441
"5.415968",56,17,"Wyoming","Hot Springs County",5,4845,4639,29,81,21,3,4698,147
"5.416101",56,19,"Wyoming","Johnson County",5,8606,8233,100,110,63,1,8249,357
"5.416234",56,21,"Wyoming","Laramie County",5,94849,87004,3110,1118,1139,138,81604,13245
"5.416367",56,23,"Wyoming","Lincoln County",5,17926,17332,132,183,69,17,17156,770
"5.416500",56,25,"Wyoming","Natrona County",5,78686,74070,1301,1018,633,82,72660,6026
"5.416633",56,27,"Wyoming","Niobrara County",5,2475,2377,18,26,10,0,2418,57
"5.416766",56,29,"Wyoming","Park County",5,28805,27671,272,224,205,24,27219,1586
"5.416899",56,31,"Wyoming","Platte County",5,8735,8454,49,65,44,12,8087,648
"5.417032",56,33,"Wyoming","Sheridan County",5,29598,28225,300,419,234,30,28326,1272
"5.417165",56,35,"Wyoming","Sublette County",5,10412,9916,120,103,102,11,9549,863
"5.417298",56,37,"Wyoming","Sweetwater County",5,45115,42613,741,572,391,57,37994,7121
"5.417431",56,39,"Wyoming","Teton County",5,21704,20682,191,214,281,24,18359,3345
"5.417564",56,41,"Wyoming","Uinta County",5,20989,20149,122,247,85,45,19098,1891
"5.417697",56,43,"Wyoming","Washakie County",5,8441,8046,41,137,60,10,7262,1179
"5.417830",56,45,"Wyoming","Weston County",5,7051,6729,46,115,23,1,6789,262
"6.96",1,1,"Alabama","Autauga County",6,55136,43140,10161,270,578,49,53699,1437
"6.229",1,3,"Alabama","Baldwin County",6,195443,170507,18618,1446,1726,127,186560,8883
"6.362",1,5,"Alabama","Barbour County",6,26978,13551,12854,146,142,47,25729,1249
"6.495",1,7,"Alabama","Bibb County",6,22504,17154,4977,94,46,29,22040,464
"6.628",1,9,"Alabama","Blount County",6,57720,55430,1063,353,157,62,52765,4955
"6.761",1,11,"Alabama","Bullock County",6,10605,2869,7440,78,30,77,9803,802
"6.894",1,13,"Alabama","Butler County",6,20289,11020,8845,75,193,8,20041,248
"6.1027",1,15,"Alabama","Calhoun County",6,116547,88632,24334,592,987,110,112488,4059
"6.1160",1,17,"Alabama","Chambers County",6,34175,20050,13388,82,239,22,33496,679
"6.1293",1,19,"Alabama","Cherokee County",6,26115,24334,1180,139,61,7,25709,406
"6.1426",1,21,"Alabama","Chilton County",6,43836,38347,4507,208,187,80,40524,3312
"6.1559",1,23,"Alabama","Choctaw County",6,13397,7534,5736,26,32,0,13304,93
"6.1692",1,25,"Alabama","Clarke County",6,25166,13613,11135,99,113,4,24842,324
"6.1825",1,27,"Alabama","Clay County",6,13506,11201,1954,77,32,0,13066,440
"6.1958",1,29,"Alabama","Cleburne County",6,15017,14213,543,57,26,10,14676,341
"6.2091",1,31,"Alabama","Coffee County",6,50861,39012,8946,687,767,196,47615,3246
"6.2224",1,33,"Alabama","Colbert County",6,54499,44057,8934,329,270,24,53133,1366
"6.2357",1,35,"Alabama","Conecuh County",6,12898,6730,5930,51,22,4,12674,224
"6.2490",1,37,"Alabama","Coosa County",6,11065,7276,3551,73,20,18,10824,241
"6.2623",1,39,"Alabama","Covington County",6,37850,32033,4828,237,169,1,37253,597
"6.2756",1,41,"Alabama","Crenshaw County",6,13960,10035,3371,70,240,14,13726,234
"6.2889",1,43,"Alabama","Cullman County",6,80783,77785,1111,468,408,34,77286,3497
"6.3022",1,45,"Alabama","Dale County",6,49845,37548,9798,384,647,59,46950,2895
"6.3155",1,47,"Alabama","Dallas County",6,42102,12245,29257,86,196,18,41710,392
